"SGU_kartiert"	"SGUcode"	"TRI_hr_ws31"	"vectorruggedness_hr_ws57"	"preds"
"316"	"TG"	"15"	11.5460792818377	0.0132615574991092	"TG"
"317"	"TG"	"15"	2.75827030981741	0.00327618727329126	"TG"
"318"	"TG"	"15"	6.59417660774723	0.00375451648268355	"TG"
"319"	"TG"	"15"	7.59083490986978	0.0124060968966063	"TG"
"320"	"TG"	"15"	2.04778522060763	0.00137041382947667	"TG"
"321"	"SD"	"15"	21.7889340462223	0.0193577009741964	"SD"
"322"	"TG"	"15"	1.78715578202278	0.000639569474252255	"TG"
"323"	"TG"	"15"	13.9556491913334	0.0129598337202497	"TG"
"324"	"TG"	"15"	3.2505168607158	0.00081083562915496	"TG"
"325"	"TG"	"15"	4.11323329710191	0.0168226939405921	"TG"
"326"	"TG"	"15"	5.58878196439435	0.00905478712387164	"TG"
"327"	"TG"	"15"	2.65835498994397	0.00490410992763335	"TG"
"328"	"TG"	"15"	2.92472218698071	0.00466027139984393	"TG"
"329"	"TG"	"15"	9.49174945585189	0.0143103206297113	"TG"
"330"	"TG"	"15"	11.253220019802	0.0176061927357197	"TG"
"331"	"TG"	"15"	15.8767015395626	0.0323302898740709	"TG"
"332"	"TG"	"15"	7.89425122353338	0.00948039300736503	"TG"
"333"	"TG"	"15"	16.5795610489384	0.0712555728646056	"TG"
"334"	"TG"	"15"	9.99021904699264	0.00145785192628156	"TG"
"335"	"ISR"	"15"	14.0913260829064	0.031895392261471	"TG"
"336"	"TG"	"15"	7.27223330928433	0.0238022631600985	"TG"
"337"	"SD"	"15"	11.9969582557678	0.0384396118377537	"TG"
"338"	"TG"	"15"	7.25183873022756	0.0114524361341017	"TG"
"339"	"TG"	"15"	18.74291253859	0.017840175770811	"TG"
"340"	"TG"	"15"	3.76095250345046	0.00723152058356047	"TG"
"341"	"TG"	"15"	2.140619977828	0.00521058194475277	"TG"
"342"	"TG"	"15"	13.217301407168	0.0413591034570197	"TG"
"343"	"TG"	"15"	1.37108638209681	0.0023045701613793	"TG"
"344"	"MxD"	"15"	10.4915497533737	0.00513634701061916	"TG"
"345"	"TG"	"15"	5.39286498869619	0.00281142074183305	"TG"
"346"	"TG"	"15"	16.5718309340938	0.0381380269265893	"TG"
"347"	"TG"	"15"	5.85697099470323	0.00521361212912685	"TG"
"348"	"TG"	"15"	5.02409290498303	0.002538805418278	"TG"
"349"	"TG"	"15"	12.3980599218799	0.0177720105905362	"TG"
"350"	"TG"	"15"	3.59955126239407	0.0026944501283358	"TG"
"351"	"TG"	"15"	4.89751517388128	0.00839606002521553	"TG"
"352"	"TG"	"15"	14.7834179324488	0.0841506128935311	"TG"
"353"	"TG"	"15"	12.0945562393435	0.0213452507175297	"TG"
"354"	"TG"	"15"	15.1069973668744	0.0841472867924346	"TG"
"355"	"TG"	"15"	8.95803015462814	0.0564063825484786	"TG"
"356"	"SD"	"15"	4.82875042576944	0.00595446407507716	"TG"
"357"	"TG"	"15"	24.2737036828072	0.0919333205919532	"TG"
"358"	"TG"	"15"	15.9993236910912	0.0680767224782612	"TG"
"359"	"TG"	"15"	3.33584830837865	0.00309901168322368	"TG"
"360"	"TG"	"15"	5.9690768564901	0.0292090609921675	"TG"
"361"	"TG"	"15"	14.9023193697776	0.0147740718734238	"TG"
"362"	"TG"	"15"	5.41659871993526	0.00170809308952791	"TG"
"363"	"TG"	"15"	14.8605887505316	0.0266234190006107	"TG"
"364"	"CSR"	"15"	17.9548376144901	0.028298664976101	"TG"
"365"	"TG"	"15"	10.723994839576	0.0130604105992356	"TG"
"366"	"TG"	"15"	19.5816146173785	0.0849066373059323	"TG"
"367"	"SD"	"15"	14.6652576538824	0.0919460271949308	"TG"
"368"	"SD"	"15"	12.2753418491733	0.04057651775621	"TG"
"369"	"TG"	"15"	6.42473051624913	0.00356507267775186	"TG"
"370"	"TG"	"15"	11.3847464130771	0.0181248099523955	"TG"
"371"	"TG"	"15"	4.62825259854717	0.03158934256282	"TG"
"372"	"TG"	"15"	7.4484106340716	0.0161998461839318	"TG"
"373"	"TG"	"15"	3.00671346725956	0.00580092044041214	"TG"
"374"	"TG"	"15"	6.80475954855642	0.00662239283129051	"TG"
"375"	"TG"	"15"	7.51861439212676	0.0542654228649594	"TG"
