profilnummer	rechtswert	hochwert	neigungmikro	gruendigkeit_wert	ol_maecht	of_maecht	oh_maecht	flurabstand	ausgangsmaterial	bodentyp_oe	humusform	hoehenstufe	oekofeuchte	landnutzung
1	11.23944444	46.40444444	10	100	0	0	0	10	Lockersedimente	1742	900	11	240	500
