profil	profilnummer	bezeichnung	tiefe	uebergang_cm	uebergang_form	art	umlagerung	ph_wert	bodenart	farbe_munsell	farbe_sonst	feinwurzeln	grobwurzeln	humus_klasse	humus_wert	skelett_wert	skelett_klasse	dichte_wert	dichte_klasse	carbonat_wert	carbonat_klasse	porositaet	gefuege1	gefuege1_anteil	gefuege2	gefuege2_anteil	fleckenzahl	fleckenart	konkretionen	artefakte	kommentar	bodenartlabor	ton	schluff	sand	sand_fein	sand_mittel	sand_grob	phmethode	fleckung	evaluate	Px01_Hu	Px02_Sk	Px03_Ld	Px03a_LdZ	Px04_FB	Px05_TM	Px06_HM	Px07_nFK	Px08_FK	Px09_LK	Px10_WSV	Px11_GPV	Px12_kf	Px13_KAKpot	Px14_KAKeff	Px15_Mb	
361	53_T	Cv	20					7.1	lU - lehmiger Schluff					humusfrei (0%)		95.0	vorwiegend (über 80%)		dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		0.0	95.0	Ld4	1.8	9.0	2.0	0.0	1.0	2.0	1.0	1.0	2.0	300.0	14.0	14.0	95.0	
361	53_T	AhCv	10					6.5	lU - lehmiger Schluff					stark humos (4-8%)		70.0	sehr hoch (40 bis <80%)		dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		6.0	70.0	Ld4	1.8	54.0	11.0	3.2	6.0	13.0	8.0	6.0	15.0	300.0	26.0	23.0	90.0	
