profil	profilnummer	bezeichnung	tiefe	uebergang_cm	uebergang_form	art	umlagerung	ph_wert	bodenart	farbe_munsell	farbe_sonst	feinwurzeln	grobwurzeln	humus_klasse	humus_wert	skelett_wert	skelett_klasse	dichte_wert	dichte_klasse	carbonat_wert	carbonat_klasse	porositaet	gefuege1	gefuege1_anteil	gefuege2	gefuege2_anteil	fleckenzahl	fleckenart	konkretionen	artefakte	kommentar	bodenartlabor	ton	schluff	sand	sand_fein	sand_mittel	sand_grob	phmethode	fleckung	evaluate	Px01_Hu	Px02_Sk	Px03_Ld	Px03a_LdZ	Px04_FB	Px05_TM	Px06_HM	Px07_nFK	Px08_FK	Px09_LK	Px10_WSV	Px11_GPV	Px12_kf	Px13_KAKpot	Px14_KAKeff	Px15_Mb	
361	48_T	(II)C	130					7.8	sL - sandiger Lehm					humusfrei (0%)		90.0	vorwiegend (über 80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	100																		0.0	90.0	Ld2	1.3	20.0	4.0	0.0	3.0	6.0	4.0	3.0	7.0	300.0	13.0	13.0	100.0	
361	48_T	Ahb2	45					7.6	sL - sandiger Lehm					stark humos (4-8%)		90.0	vorwiegend (über 80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	80																		6.0	90.0	Ld2	1.3	20.0	4.0	1.2	4.0	8.0	4.0	4.0	9.0	300.0	25.0	25.0	100.0	
361	48_T	(II)Cv1	100					7.7	sL - sandiger Lehm					humusfrei (0%)		90.0	vorwiegend (über 80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	100																		0.0	90.0	Ld2	1.3	39.0	8.0	0.0	7.0	12.0	8.0	7.0	15.0	300.0	13.0	13.0	100.0	
361	48_T	(II)Cv2	115					7.7	sL - sandiger Lehm					humusfrei (0%)		90.0	vorwiegend (über 80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	100																		0.0	90.0	Ld2	1.3	20.0	4.0	0.0	3.0	6.0	4.0	3.0	7.0	300.0	13.0	13.0	100.0	
361	48_T	Ahb1	30					7.6	uL - schluffiger Lehm					sehr stark humos (8-15%)		70.0	sehr hoch (40 bis <80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	80																		12.5	70.0	Ld2	1.3	117.0	35.0	14.6	25.0	54.0	23.0	25.0	49.0	300.0	43.0	43.0	100.0	
361	48_T	BvCv	70					7.7	sL - sandiger Lehm					humusfrei (0%)		90.0	vorwiegend (über 80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	100																		0.0	90.0	Ld2	1.3	33.0	7.0	0.0	6.0	10.0	6.0	6.0	12.0	300.0	13.0	13.0	100.0	
