profil	profilnummer	bezeichnung	tiefe	uebergang_cm	uebergang_form	art	umlagerung	ph_wert	bodenart	farbe_munsell	farbe_sonst	feinwurzeln	grobwurzeln	humus_klasse	humus_wert	skelett_wert	skelett_klasse	dichte_wert	dichte_klasse	carbonat_wert	carbonat_klasse	porositaet	gefuege1	gefuege1_anteil	gefuege2	gefuege2_anteil	fleckenzahl	fleckenart	konkretionen	artefakte	kommentar	bodenartlabor	ton	schluff	sand	sand_fein	sand_mittel	sand_grob	phmethode	fleckung	evaluate	Px01_Hu	Px02_Sk	Px03_Ld	Px03a_LdZ	Px04_FB	Px05_TM	Px06_HM	Px07_nFK	Px08_FK	Px09_LK	Px10_WSV	Px11_GPV	Px12_kf	Px13_KAKpot	Px14_KAKeff	Px15_Mb	
361	23_U	Bv1	35					3.9	sU - sandiger Schluff					mittel humos (2-4%)		2.0	gering (0 bis <10%)		dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		3.0	2.0	Ld4	1.8	441.0	33.0	13.2	54.0	85.0	11.0	65.0	96.0	4.0	14.0	4.0	20.0	
361	23_U	IICu1	75					4.0	lS - lehmiger Sand					humusfrei (0%)		35.0	hoch (20 bis <40%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		0.0	35.0	Ld2	1.3	127.0	13.0	0.0	24.0	35.0	10.0	34.0	44.0	45.0	7.0	4.0	20.0	
361	23_U	IIICu2	80					4.2	S - Sand					humusfrei (0%)		95.0	vorwiegend (über 80%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		0.0	95.0	Ld2	1.3	3.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	300.0	3.0	2.0	30.0	
361	23_U	Ahe	10					4.3	sU - sandiger Schluff					sehr stark humos (8-15%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		12.5	0.0	Ld1	1.0	100.0	8.0	12.5	31.0	49.0	14.0	45.0	48.0	32.0	33.0	17.0	30.0	
361	23_U	Bv2	60					3.9	sL - sandiger Lehm					mittel humos (2-4%)		2.0	gering (0 bis <10%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		3.0	2.0	Ld5	2.0	490.0	98.0	14.7	39.0	85.0	16.0	55.0	100.0	8.0	19.0	6.0	20.0	
