profil	profilnummer	bezeichnung	tiefe	uebergang_cm	uebergang_form	art	umlagerung	ph_wert	bodenart	farbe_munsell	farbe_sonst	feinwurzeln	grobwurzeln	humus_klasse	humus_wert	skelett_wert	skelett_klasse	dichte_wert	dichte_klasse	carbonat_wert	carbonat_klasse	porositaet	gefuege1	gefuege1_anteil	gefuege2	gefuege2_anteil	fleckenzahl	fleckenart	konkretionen	artefakte	kommentar	bodenartlabor	ton	schluff	sand	sand_fein	sand_mittel	sand_grob	phmethode	fleckung	evaluate	Px01_Hu	Px02_Sk	Px03_Ld	Px03a_LdZ	Px04_FB	Px05_TM	Px06_HM	Px07_nFK	Px08_FK	Px09_LK	Px10_WSV	Px11_GPV	Px12_kf	Px13_KAKpot	Px14_KAKeff	Px15_Mb	
361	55_T	Bv	30					6.1	sU - sandiger Schluff					humusfrei (0%)		10.0	gering (0 bis <10%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	10.0	Ld5	2.0	270.0	20.0	0.0	28.0	42.0	4.0	28.0	46.0	4.0	8.0	7.0	80.0	
361	55_T	(II)BvCv2	70					7.0	sL - sandiger Lehm					humusfrei (0%)		85.0	vorwiegend (über 80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	85.0	Ld5	2.0	54.0	11.0	0.0	4.0	8.0	7.0	4.0	10.0	300.0	13.0	13.0	95.0	
361	55_T	Ah	15					5.3	sU - sandiger Schluff					mittel humos (2-4%)		5.0	gering (0 bis <10%)		mittel		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		3.0	5.0	Ld3	1.55	221.0	17.0	6.6	35.0	53.0	10.0	35.0	63.0	11.0	14.0	10.0	60.0	
361	55_T	(II)BvCv1	52					6.3	sL - sandiger Lehm					humusfrei (0%)		60.0	sehr hoch (40 bis <80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	60.0	Ld5	2.0	176.0	35.0	0.0	13.0	27.0	4.0	13.0	31.0	300.0	13.0	12.0	80.0	
