profil	profilnummer	bezeichnung	tiefe	uebergang_cm	uebergang_form	art	umlagerung	ph_wert	bodenart	farbe_munsell	farbe_sonst	feinwurzeln	grobwurzeln	humus_klasse	humus_wert	skelett_wert	skelett_klasse	dichte_wert	dichte_klasse	carbonat_wert	carbonat_klasse	porositaet	gefuege1	gefuege1_anteil	gefuege2	gefuege2_anteil	fleckenzahl	fleckenart	konkretionen	artefakte	kommentar	bodenartlabor	ton	schluff	sand	sand_fein	sand_mittel	sand_grob	phmethode	fleckung	evaluate	Px01_Hu	Px02_Sk	Px03_Ld	Px03a_LdZ	Px04_FB	Px05_TM	Px06_HM	Px07_nFK	Px08_FK	Px09_LK	Px10_WSV	Px11_GPV	Px12_kf	Px13_KAKpot	Px14_KAKeff	Px15_Mb	
361	27_U	Ahb2	35					7.4	sL - sandiger Lehm					anmoorig bzw. äußerst humos (15-30%)		40.0	hoch (20 bis <40%)		sehr dicht		stark kalkhaltig (>5%)		Subpolyeder	100																		22.5	40.0	Ld5	2.0	204.0	41.0	45.9	38.0	57.0	6.0	38.0	74.0	8.0	58.0	58.0	95.0	
361	27_U	(II)Cv1	75					7.5	sL - sandiger Lehm					humusfrei (0%)		70.0	sehr hoch (40 bis <80%)		sehr dicht		stark kalkhaltig (>5%)		Subpolyeder	100																		0.0	70.0	Ld5	2.0	120.0	24.0	0.0	9.0	18.0	15.0	9.0	21.0	300.0	13.0	13.0	100.0	
361	27_U	(II)Cv2	95					7.5	sL - sandiger Lehm					humusfrei (0%)		60.0	sehr hoch (40 bis <80%)		sehr dicht		stark kalkhaltig (>5%)		Subpolyeder	100																		0.0	60.0	Ld5	2.0	160.0	32.0	0.0	12.0	24.0	4.0	12.0	28.0	300.0	13.0	13.0	100.0	
361	27_U	Ahb1	18					7.1	sU - sandiger Schluff					anmoorig bzw. äußerst humos (15-30%)		10.0	gering (0 bis <10%)		mittel		mäßig kalkhaltig (1.5 bis 5%)		Krümel	100																		22.5	10.0	Ld3	1.55	251.0	19.0	56.5	60.0	91.0	10.0	60.0	118.0	11.0	53.0	53.0	95.0	
361	27_U	AC	55					7.5	sL - sandiger Lehm					stark humos (4-8%)		40.0	hoch (20 bis <40%)		sehr dicht		stark kalkhaltig (>5%)		Subpolyeder	100																		6.0	40.0	Ld5	2.0	240.0	48.0	14.4	22.0	49.0	10.0	22.0	58.0	8.0	25.0	25.0	100.0	
