profil	profilnummer	bezeichnung	tiefe	uebergang_cm	uebergang_form	art	umlagerung	ph_wert	bodenart	farbe_munsell	farbe_sonst	feinwurzeln	grobwurzeln	humus_klasse	humus_wert	skelett_wert	skelett_klasse	dichte_wert	dichte_klasse	carbonat_wert	carbonat_klasse	porositaet	gefuege1	gefuege1_anteil	gefuege2	gefuege2_anteil	fleckenzahl	fleckenart	konkretionen	artefakte	kommentar	bodenartlabor	ton	schluff	sand	sand_fein	sand_mittel	sand_grob	phmethode	fleckung	evaluate	Px01_Hu	Px02_Sk	Px03_Ld	Px03a_LdZ	Px04_FB	Px05_TM	Px06_HM	Px07_nFK	Px08_FK	Px09_LK	Px10_WSV	Px11_GPV	Px12_kf	Px13_KAKpot	Px14_KAKeff	Px15_Mb	
361	39_U	Ahe	2					3.8	uS - schluffiger Sand					humusfrei (0%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		0.0	0.0	Ld1	1.0	10.0	0.0	0.0	3.0	4.0	1.0	3.0	5.0	40.0	4.0	1.0	20.0	
361	39_U	BvCv1	45					4.3	lS - lehmiger Sand					humusfrei (0%)		70.0	sehr hoch (40 bis <80%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	70																		0.0	70.0	Ld2	1.3	90.0	9.0	0.0	17.0	24.0	17.0	17.0	31.0	300.0	7.0	4.0	30.0	
361	39_U	BvCv2	70					4.5	uS - schluffiger Sand					humusfrei (0%)		70.0	sehr hoch (40 bis <80%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	70																		0.0	70.0	Ld2	1.3	98.0	2.0	0.0	20.0	27.0	19.0	20.0	34.0	300.0	4.0	2.0	40.0	
361	39_U	Ah	1					3.8	uS - schluffiger Sand					anmoorig bzw. äußerst humos (15-30%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		22.5	0.0	Ld1	1.0	10.0	0.0	2.3	4.0	6.0	1.0	4.0	7.0	40.0	49.0	15.0	20.0	
361	39_U	Bv	22					4.1	lS - lehmiger Sand					humusfrei (0%)		20.0	mäßig (10 bis <20%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	90																		0.0	20.0	Ld1	1.0	160.0	16.0	0.0	40.0	57.0	16.0	40.0	73.0	45.0	7.0	4.0	20.0	
