profil	profilnummer	bezeichnung	tiefe	uebergang_cm	uebergang_form	art	umlagerung	ph_wert	bodenart	farbe_munsell	farbe_sonst	feinwurzeln	grobwurzeln	humus_klasse	humus_wert	skelett_wert	skelett_klasse	dichte_wert	dichte_klasse	carbonat_wert	carbonat_klasse	porositaet	gefuege1	gefuege1_anteil	gefuege2	gefuege2_anteil	fleckenzahl	fleckenart	konkretionen	artefakte	kommentar	bodenartlabor	ton	schluff	sand	sand_fein	sand_mittel	sand_grob	phmethode	fleckung	evaluate	Px01_Hu	Px02_Sk	Px03_Ld	Px03a_LdZ	Px04_FB	Px05_TM	Px06_HM	Px07_nFK	Px08_FK	Px09_LK	Px10_WSV	Px11_GPV	Px12_kf	Px13_KAKpot	Px14_KAKeff	Px15_Mb	
361	35_U	Bv	25					4.3	uS - schluffiger Sand					mittel humos (2-4%)		10.0	gering (0 bis <10%)		mittel		kalkfrei bis kalkarm (<0.5%)		Subpolyeder	70																		3.0	10.0	Ld3	1.55	335.0	8.0	10.1	52.0	72.0	13.0	52.0	85.0	20.0	10.0	5.0	30.0	
361	35_U	(II)BvCv2	55					5.1	lS - lehmiger Sand					humusfrei (0%)		80.0	sehr hoch (40 bis <80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	80.0	Ld5	2.0	60.0	6.0	0.0	5.0	8.0	8.0	5.0	10.0	300.0	7.0	5.0	60.0	
361	35_U	IIBvCv3	70					5.7	lS - lehmiger Sand					humusfrei (0%)		50.0	sehr hoch (40 bis <80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	40																		0.0	50.0	Ld5	2.0	150.0	15.0	0.0	14.0	21.0	4.0	14.0	24.0	11.0	7.0	5.0	70.0	
361	35_U	Ah	1					4.8	uS - schluffiger Sand					sehr stark humos (8-15%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	80																		12.5	0.0	Ld1	1.0	10.0	0.0	1.3	3.0	5.0	1.0	3.0	5.0	40.0	29.0	15.0	50.0	
361	35_U	BvCv1	40					4.4	sU - sandiger Schluff					humusfrei (0%)		80.0	sehr hoch (40 bis <80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	80.0	Ld5	2.0	60.0	5.0	0.0	6.0	9.0	8.0	6.0	10.0	300.0	8.0	4.0	30.0	
