profil	profilnummer	bezeichnung	tiefe	uebergang_cm	uebergang_form	art	umlagerung	ph_wert	bodenart	farbe_munsell	farbe_sonst	feinwurzeln	grobwurzeln	humus_klasse	humus_wert	skelett_wert	skelett_klasse	dichte_wert	dichte_klasse	carbonat_wert	carbonat_klasse	porositaet	gefuege1	gefuege1_anteil	gefuege2	gefuege2_anteil	fleckenzahl	fleckenart	konkretionen	artefakte	kommentar	bodenartlabor	ton	schluff	sand	sand_fein	sand_mittel	sand_grob	phmethode	fleckung	evaluate	Px01_Hu	Px02_Sk	Px03_Ld	Px03a_LdZ	Px04_FB	Px05_TM	Px06_HM	Px07_nFK	Px08_FK	Px09_LK	Px10_WSV	Px11_GPV	Px12_kf	Px13_KAKpot	Px14_KAKeff	Px15_Mb	
361	45_T	Cv	40					7.3	sU - sandiger Schluff					mittel humos (2-4%)		70.0	sehr hoch (40 bis <80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	100																		3.0	70.0	Ld2	1.3	78.0	6.0	2.3	16.0	26.0	15.0	16.0	31.0	300.0	14.0	14.0	95.0	
361	45_T	Ah	20					7.2	sU - sandiger Schluff					mittel humos (2-4%)		80.0	sehr hoch (40 bis <80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	70																		3.0	80.0	Ld2	1.3	52.0	4.0	1.6	11.0	17.0	10.0	11.0	21.0	300.0	14.0	14.0	95.0	
361	45_T	C1	60					7.4	sU - sandiger Schluff					humusfrei (0%)		90.0	vorwiegend (über 80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	100																		0.0	90.0	Ld2	1.3	26.0	2.0	0.0	5.0	8.0	5.0	5.0	10.0	300.0	8.0	8.0	95.0	
