profil	profilnummer	bezeichnung	tiefe	uebergang_cm	uebergang_form	art	umlagerung	ph_wert	bodenart	farbe_munsell	farbe_sonst	feinwurzeln	grobwurzeln	humus_klasse	humus_wert	skelett_wert	skelett_klasse	dichte_wert	dichte_klasse	carbonat_wert	carbonat_klasse	porositaet	gefuege1	gefuege1_anteil	gefuege2	gefuege2_anteil	fleckenzahl	fleckenart	konkretionen	artefakte	kommentar	bodenartlabor	ton	schluff	sand	sand_fein	sand_mittel	sand_grob	phmethode	fleckung	evaluate	Px01_Hu	Px02_Sk	Px03_Ld	Px03a_LdZ	Px04_FB	Px05_TM	Px06_HM	Px07_nFK	Px08_FK	Px09_LK	Px10_WSV	Px11_GPV	Px12_kf	Px13_KAKpot	Px14_KAKeff	Px15_Mb	
361	13_U	AhCv	22					3.9	sU - sandiger Schluff					stark humos (4-8%)		5.0	gering (0 bis <10%)		mittel		kalkfrei bis kalkarm (<0.5%)		Subpolyeder	60																		6.0	5.0	Ld3	1.55	236.0	18.0	14.2	41.0	62.0	12.0	41.0	77.0	11.0	20.0	6.0	20.0	
361	13_U	C	55					4.1	sU - sandiger Schluff					humusfrei (0%)		100.0	vorwiegend (über 80%)		dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		0.0	100.0	Ld4	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	8.0	4.0	20.0	
361	13_U	Ah	6					4.2	sU - sandiger Schluff					humusfrei (0%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	60																		0.0	0.0	Ld1	1.0	60.0	5.0	0.0	16.0	23.0	5.0	16.0	29.0	32.0	8.0	4.0	30.0	
361	13_U	Cv	33					4.1	sU - sandiger Schluff					stark humos (4-8%)		90.0	vorwiegend (über 80%)		dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	60																		6.0	90.0	Ld4	1.8	20.0	2.0	1.2	3.0	4.0	3.0	3.0	5.0	300.0	20.0	10.0	20.0	
