profil	profilnummer	bezeichnung	tiefe	uebergang_cm	uebergang_form	art	umlagerung	ph_wert	bodenart	farbe_munsell	farbe_sonst	feinwurzeln	grobwurzeln	humus_klasse	humus_wert	skelett_wert	skelett_klasse	dichte_wert	dichte_klasse	carbonat_wert	carbonat_klasse	porositaet	gefuege1	gefuege1_anteil	gefuege2	gefuege2_anteil	fleckenzahl	fleckenart	konkretionen	artefakte	kommentar	bodenartlabor	ton	schluff	sand	sand_fein	sand_mittel	sand_grob	phmethode	fleckung	evaluate	Px01_Hu	Px02_Sk	Px03_Ld	Px03a_LdZ	Px04_FB	Px05_TM	Px06_HM	Px07_nFK	Px08_FK	Px09_LK	Px10_WSV	Px11_GPV	Px12_kf	Px13_KAKpot	Px14_KAKeff	Px15_Mb	
361	40_U	IIICuv2	100					3.9	sU - sandiger Schluff					humusfrei (0%)		0.0	kein (0%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	0.0	Ld5	2.0	500.0	38.0	0.0	53.0	78.0	8.0	61.0	85.0	4.0	8.0	2.0	20.0	
361	40_U	AhBv	20					4.0	sU - sandiger Schluff					anmoorig bzw. äußerst humos (15-30%)		70.0	sehr hoch (40 bis <80%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	80																		22.5	70.0	Ld2	1.3	62.0	5.0	14.0	18.0	27.0	12.0	30.0	35.0	300.0	53.0	27.0	20.0	
361	40_U	IIBvCv1	55					4.1	lS - lehmiger Sand					humusfrei (0%)		0.0	kein (0%)		dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	0.0	Ld4	1.8	270.0	27.0	0.0	27.0	41.0	8.0	35.0	49.0	11.0	7.0	4.0	20.0	
361	40_U	IIICuv1	75					4.2	sU - sandiger Schluff					humusfrei (0%)		0.0	kein (0%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	0.0	Ld5	2.0	400.0	30.0	0.0	42.0	62.0	6.0	48.0	68.0	4.0	8.0	4.0	30.0	
361	40_U	Ahb	4					3.5	uS - schluffiger Sand					anmoorig bzw. äußerst humos (15-30%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		22.5	0.0	Ld1	1.0	40.0	1.0	9.0	15.0	22.0	2.0	17.0	29.0	40.0	49.0	15.0	10.0	
361	40_U	BvCv1	40					4.0	sU - sandiger Schluff					humusfrei (0%)		70.0	sehr hoch (40 bis <80%)		dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	70.0	Ld4	1.8	108.0	8.0	0.0	13.0	19.0	15.0	28.0	20.0	300.0	8.0	4.0	20.0	
