profil	profilnummer	bezeichnung	tiefe	uebergang_cm	uebergang_form	art	umlagerung	ph_wert	bodenart	farbe_munsell	farbe_sonst	feinwurzeln	grobwurzeln	humus_klasse	humus_wert	skelett_wert	skelett_klasse	dichte_wert	dichte_klasse	carbonat_wert	carbonat_klasse	porositaet	gefuege1	gefuege1_anteil	gefuege2	gefuege2_anteil	fleckenzahl	fleckenart	konkretionen	artefakte	kommentar	bodenartlabor	ton	schluff	sand	sand_fein	sand_mittel	sand_grob	phmethode	fleckung	evaluate	Px01_Hu	Px02_Sk	Px03_Ld	Px03a_LdZ	Px04_FB	Px05_TM	Px06_HM	Px07_nFK	Px08_FK	Px09_LK	Px10_WSV	Px11_GPV	Px12_kf	Px13_KAKpot	Px14_KAKeff	Px15_Mb	
24	21_U	Ahe	2					3.8	sU - sandiger Schluff					anmoorig bzw. äußerst humos (15-30%)		0.0	kein (0%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	80																		22.5	0.0	Ld2	1.3	26.0	2.0	5.9	7.0	11.0	1.0	8.0	15.0	32.0	53.0	16.0	20.0	
24	21_U	Bv1	10					3.8	sU - sandiger Schluff					stark humos (4-8%)		0.0	kein (0%)		mittel		kalkfrei bis kalkarm (<0.5%)		Subpolyeder	60																		6.0	0.0	Ld3	1.55	124.0	9.0	7.4	22.0	33.0	6.0	28.0	40.0	11.0	20.0	6.0	20.0	
24	21_U	Bv2	30					3.8	sU - sandiger Schluff					humusfrei (0%)		5.0	gering (0 bis <10%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Subpolyeder	60																		0.0	5.0	Ld5	2.0	380.0	29.0	0.0	40.0	59.0	6.0	46.0	65.0	4.0	8.0	2.0	20.0	
24	21_U	(II)BvCv1	60					3.8	sU - sandiger Schluff					humusfrei (0%)		65.0	sehr hoch (40 bis <80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	70																		0.0	65.0	Ld5	2.0	210.0	16.0	0.0	22.0	33.0	26.0	48.0	36.0	300.0	8.0	2.0	20.0	
24	21_U	(II)BvCv2	85					3.8	sU - sandiger Schluff					humusfrei (0%)		80.0	sehr hoch (40 bis <80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	80																		0.0	80.0	Ld5	2.0	100.0	8.0	0.0	11.0	16.0	13.0	24.0	17.0	300.0	8.0	2.0	20.0	
24	21_U	IIICu	95					3.8	uS - schluffiger Sand					humusfrei (0%)		50.0	sehr hoch (40 bis <80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	90																		0.0	50.0	Ld5	2.0	100.0	3.0	0.0	10.0	14.0	2.0	12.0	16.0	13.0	4.0	1.0	20.0	
25	22_U	Ahb	5					3.7	U - Schluff					sehr stark humos (8-15%)		2.0	gering (0 bis <10%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	80																		12.5	2.0	Ld1	1.0	49.0	5.0	6.1	15.0	24.0	7.0	15.0	23.0	27.0	35.0	11.0	10.0	
25	22_U	AhCv	15					3.8	U - Schluff					sehr stark humos (8-15%)		70.0	sehr hoch (40 bis <80%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	80																		12.5	70.0	Ld2	1.3	39.0	4.0	4.9	9.0	15.0	8.0	9.0	14.0	300.0	35.0	11.0	20.0	
25	22_U	(II)Cv	35					3.8	U - Schluff					humusfrei (0%)		90.0	vorwiegend (über 80%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	90																		0.0	90.0	Ld2	1.3	26.0	3.0	0.0	5.0	8.0	5.0	5.0	10.0	300.0	10.0	3.0	20.0	
26	23_U	Ahe	10					4.3	sU - sandiger Schluff					sehr stark humos (8-15%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		12.5	0.0	Ld1	1.0	100.0	8.0	12.5	31.0	49.0	14.0	45.0	48.0	32.0	33.0	17.0	30.0	
26	23_U	Bv1	35					3.9	sU - sandiger Schluff					mittel humos (2-4%)		2.0	gering (0 bis <10%)		dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		3.0	2.0	Ld4	1.8	441.0	33.0	13.2	54.0	85.0	11.0	65.0	96.0	4.0	14.0	4.0	20.0	
26	23_U	Bv2	60					3.9	sL - sandiger Lehm					mittel humos (2-4%)		2.0	gering (0 bis <10%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		3.0	2.0	Ld5	2.0	490.0	98.0	14.7	39.0	85.0	16.0	55.0	100.0	8.0	19.0	6.0	20.0	
26	23_U	IICu1	75					4.0	lS - lehmiger Sand					humusfrei (0%)		35.0	hoch (20 bis <40%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		0.0	35.0	Ld2	1.3	127.0	13.0	0.0	24.0	35.0	10.0	34.0	44.0	45.0	7.0	4.0	20.0	
26	23_U	IIICu2	80					4.2	S - Sand					humusfrei (0%)		95.0	vorwiegend (über 80%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		0.0	95.0	Ld2	1.3	3.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	300.0	3.0	2.0	30.0	
27	24_U	Ah	8					4.1	sL - sandiger Lehm					sehr stark humos (8-15%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Krümel	100																		12.5	0.0	Ld1	1.0	80.0	16.0	10.0	23.0	44.0	11.0	34.0	40.0	300.0	38.0	19.0	20.0	
27	24_U	P	35					4.2	uL - schluffiger Lehm					mittel humos (2-4%)		0.0	kein (0%)		mittel		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		3.0	0.0	Ld3	1.55	419.0	126.0	12.6	47.0	115.0	19.0	66.0	134.0	19.0	24.0	12.0	30.0	
27	24_U	BvCv1	55					4.0	uL - schluffiger Lehm					mittel humos (2-4%)		0.0	kein (0%)		dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		3.0	0.0	Ld4	1.8	360.0	108.0	10.8	28.0	76.0	11.0	39.0	87.0	7.0	24.0	12.0	20.0	
27	24_U	BvCv2	100					4.5	uL - schluffiger Lehm					schwach humos (1-2%)		0.0	kein (0%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		1.5	0.0	Ld5	2.0	900.0	270.0	13.5	58.0	164.0	20.0	78.0	185.0	7.0	21.0	11.0	40.0	
28	25_U	Ahe	2					3.8	U - Schluff					stark humos (4-8%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		6.0	0.0	Ld1	1.0	20.0	2.0	1.2	6.0	9.0	2.0	8.0	12.0	27.0	22.0	7.0	20.0	
28	25_U	Bv	35					3.8	U - Schluff					stark humos (4-8%)		20.0	mäßig (10 bis <20%)		dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	70																		6.0	20.0	Ld4	1.8	475.0	48.0	28.5	69.0	108.0	12.0	81.0	124.0	4.0	22.0	7.0	20.0	
28	25_U	BvCv	65					3.9	U - Schluff					humusfrei (0%)		70.0	sehr hoch (40 bis <80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	80																		0.0	70.0	Ld5	2.0	180.0	18.0	0.0	20.0	30.0	23.0	43.0	32.0	300.0	10.0	3.0	20.0	
29	26_U	Ahb1	1					3.9	sU - sandiger Schluff					stark humos (4-8%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		6.0	0.0	Ld1	1.0	10.0	1.0	0.6	3.0	5.0	1.0	3.0	6.0	32.0	20.0	6.0	20.0	
29	26_U	Ahb2	12					3.9	sU - sandiger Schluff					stark humos (4-8%)		10.0	gering (0 bis <10%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	70																		6.0	10.0	Ld2	1.3	129.0	10.0	7.7	29.0	46.0	11.0	29.0	58.0	32.0	20.0	6.0	20.0	
29	26_U	Bv1	30					3.9	sU - sandiger Schluff					mittel humos (2-4%)		20.0	mäßig (10 bis <20%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Subpolyeder	80																		3.0	20.0	Ld5	2.0	288.0	22.0	8.6	32.0	50.0	6.0	32.0	56.0	4.0	14.0	4.0	20.0	
29	26_U	Bv2	50					4.0	sU - sandiger Schluff					humusfrei (0%)		60.0	sehr hoch (40 bis <80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Subpolyeder	70																		0.0	60.0	Ld5	2.0	160.0	12.0	0.0	17.0	25.0	2.0	17.0	27.0	300.0	8.0	4.0	20.0	
30	27_U	Ahb1	18					7.1	sU - sandiger Schluff					anmoorig bzw. äußerst humos (15-30%)		10.0	gering (0 bis <10%)		mittel		mäßig kalkhaltig (1.5 bis 5%)		Krümel	100																		22.5	10.0	Ld3	1.55	251.0	19.0	56.5	60.0	91.0	10.0	60.0	118.0	11.0	53.0	53.0	95.0	
30	27_U	Ahb2	35					7.4	sL - sandiger Lehm					anmoorig bzw. äußerst humos (15-30%)		40.0	hoch (20 bis <40%)		sehr dicht		stark kalkhaltig (>5%)		Subpolyeder	100																		22.5	40.0	Ld5	2.0	204.0	41.0	45.9	38.0	57.0	6.0	38.0	74.0	8.0	58.0	58.0	95.0	
30	27_U	AC	55					7.5	sL - sandiger Lehm					stark humos (4-8%)		40.0	hoch (20 bis <40%)		sehr dicht		stark kalkhaltig (>5%)		Subpolyeder	100																		6.0	40.0	Ld5	2.0	240.0	48.0	14.4	22.0	49.0	10.0	22.0	58.0	8.0	25.0	25.0	100.0	
30	27_U	(II)Cv1	75					7.5	sL - sandiger Lehm					humusfrei (0%)		70.0	sehr hoch (40 bis <80%)		sehr dicht		stark kalkhaltig (>5%)		Subpolyeder	100																		0.0	70.0	Ld5	2.0	120.0	24.0	0.0	9.0	18.0	15.0	9.0	21.0	300.0	13.0	13.0	100.0	
30	27_U	(II)Cv2	95					7.5	sL - sandiger Lehm					humusfrei (0%)		60.0	sehr hoch (40 bis <80%)		sehr dicht		stark kalkhaltig (>5%)		Subpolyeder	100																		0.0	60.0	Ld5	2.0	160.0	32.0	0.0	12.0	24.0	4.0	12.0	28.0	300.0	13.0	13.0	100.0	
31	28_U	Ahi	2					4.6	sU - sandiger Schluff					anmoorig bzw. äußerst humos (15-30%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	80																		22.5	0.0	Ld1	1.0	20.0	2.0	4.5	7.0	11.0	1.0	7.0	15.0	32.0	53.0	27.0	40.0	
31	28_U	Bv1	18					4.3	sU - sandiger Schluff					stark humos (4-8%)		40.0	hoch (20 bis <40%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	50																		6.0	40.0	Ld5	2.0	192.0	14.0	11.5	24.0	37.0	5.0	24.0	44.0	4.0	20.0	10.0	30.0	
31	28_U	Bv2	28					4.5	sU - sandiger Schluff					mittel humos (2-4%)		40.0	hoch (20 bis <40%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	50																		3.0	40.0	Ld5	2.0	120.0	9.0	3.6	13.0	21.0	3.0	13.0	23.0	4.0	14.0	7.0	40.0	
31	28_U	IIBvCv	40					5.5	sL - sandiger Lehm					stark humos (4-8%)		70.0	sehr hoch (40 bis <80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	50																		6.0	70.0	Ld5	2.0	72.0	14.0	4.3	7.0	15.0	9.0	7.0	17.0	300.0	25.0	18.0	70.0	
31	28_U	IICv	50					6.7	sL - sandiger Lehm					stark humos (4-8%)		90.0	vorwiegend (über 80%)		sehr dicht		mäßig kalkhaltig (1.5 bis 5%)		Einzelkorn	50																		6.0	90.0	Ld5	2.0	20.0	4.0	1.2	2.0	4.0	3.0	2.0	5.0	300.0	25.0	23.0	90.0	
32	29_U	Ahb	5					4.9	sU - sandiger Schluff					sehr stark humos (8-15%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		12.5	0.0	Ld1	1.0	50.0	4.0	6.3	15.0	25.0	7.0	15.0	24.0	32.0	33.0	17.0	50.0	
32	29_U	Bv1	25					4.0	sU - sandiger Schluff					mittel humos (2-4%)		40.0	hoch (20 bis <40%)		locker		kalkfrei bis kalkarm (<0.5%)		Subpolyeder	80																		3.0	40.0	Ld2	1.3	156.0	12.0	4.7	32.0	51.0	12.0	32.0	63.0	300.0	14.0	7.0	20.0	
32	29_U	Bv2	55					3.9	sU - sandiger Schluff					humusfrei (0%)		50.0	sehr hoch (40 bis <80%)		mittel		kalkfrei bis kalkarm (<0.5%)		Subpolyeder	100																		0.0	50.0	Ld3	1.55	233.0	17.0	0.0	35.0	50.0	8.0	35.0	58.0	11.0	8.0	2.0	20.0	
32	29_U	IIBvCv1	80					3.9	sU - sandiger Schluff					humusfrei (0%)		90.0	vorwiegend (über 80%)		mittel		kalkfrei bis kalkarm (<0.5%)		Subpolyeder	100																		0.0	90.0	Ld3	1.55	39.0	3.0	0.0	6.0	8.0	6.0	6.0	10.0	300.0	8.0	2.0	20.0	
32	29_U	IIBvCv2	90					4.1	sU - sandiger Schluff					humusfrei (0%)		90.0	vorwiegend (über 80%)		mittel		kalkfrei bis kalkarm (<0.5%)		Subpolyeder	100																		0.0	90.0	Ld3	1.55	16.0	1.0	0.0	2.0	3.0	3.0	2.0	4.0	300.0	8.0	4.0	20.0	
33	30_U	Ahe	5					3.7	sU - sandiger Schluff					sehr stark humos (8-15%)		5.0	gering (0 bis <10%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	90																		12.5	5.0	Ld1	1.0	48.0	4.0	6.0	14.0	23.0	7.0	14.0	23.0	32.0	33.0	10.0	10.0	
33	30_U	Bv1	20					3.9	sU - sandiger Schluff					humusfrei (0%)		30.0	hoch (20 bis <40%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	60																		0.0	30.0	Ld2	1.3	137.0	10.0	0.0	27.0	41.0	9.0	27.0	50.0	32.0	8.0	2.0	20.0	
33	30_U	BvCv1	45					4.0	sU - sandiger Schluff					humusfrei (0%)		80.0	sehr hoch (40 bis <80%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	60																		0.0	80.0	Ld2	1.3	65.0	5.0	0.0	13.0	20.0	13.0	13.0	24.0	300.0	8.0	4.0	20.0	
33	30_U	IIBvCv2	65					4.2	sU - sandiger Schluff					humusfrei (0%)		80.0	sehr hoch (40 bis <80%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	80																		0.0	80.0	Ld2	1.3	52.0	4.0	0.0	10.0	16.0	10.0	10.0	19.0	300.0	8.0	4.0	30.0	
33	30_U	IIBvCv3	95					4.0	sU - sandiger Schluff					humusfrei (0%)		70.0	sehr hoch (40 bis <80%)		mittel		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	70																		0.0	70.0	Ld3	1.55	140.0	11.0	0.0	21.0	30.0	23.0	21.0	35.0	300.0	8.0	4.0	20.0	
34	31_U	Ah	5					3.7	sU - sandiger Schluff					stark humos (4-8%)		2.0	gering (0 bis <10%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	90																		6.0	2.0	Ld2	1.3	64.0	5.0	3.8	14.0	23.0	5.0	19.0	29.0	32.0	20.0	6.0	10.0	
34	31_U	BvCv1	25					4.0	sU - sandiger Schluff					mittel humos (2-4%)		80.0	sehr hoch (40 bis <80%)		mittel		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	90																		3.0	80.0	Ld3	1.55	62.0	5.0	1.9	10.0	15.0	10.0	20.0	18.0	300.0	14.0	7.0	20.0	
34	31_U	BvCv2	52					4.1	sU - sandiger Schluff					humusfrei (0%)		80.0	sehr hoch (40 bis <80%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	80																		0.0	80.0	Ld2	1.3	70.0	5.0	0.0	14.0	21.0	14.0	28.0	26.0	300.0	8.0	4.0	20.0	
34	31_U	BvCv3	72					4.0	uS - schluffiger Sand					humusfrei (0%)		2.0	gering (0 bis <10%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	90																		0.0	2.0	Ld2	1.3	255.0	6.0	0.0	51.0	71.0	19.0	70.0	89.0	40.0	4.0	2.0	20.0	
35	32_U	Ahb1	5					6.4	sU - sandiger Schluff					sehr stark humos (8-15%)		2.0	gering (0 bis <10%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	80																		12.5	2.0	Ld1	1.0	49.0	4.0	6.1	15.0	24.0	7.0	15.0	23.0	32.0	33.0	30.0	80.0	
35	32_U	Ahb2	15					4.7	sU - sandiger Schluff					stark humos (4-8%)		10.0	gering (0 bis <10%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	80																		6.0	10.0	Ld2	1.3	117.0	9.0	7.0	27.0	42.0	10.0	27.0	53.0	32.0	20.0	10.0	40.0	
35	32_U	BvCv1	22					6.1	sU - sandiger Schluff					stark humos (4-8%)		60.0	sehr hoch (40 bis <80%)		mittel		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	60																		6.0	60.0	Ld3	1.55	43.0	3.0	2.6	8.0	11.0	2.0	8.0	14.0	300.0	20.0	18.0	80.0	
35	32_U	IIBvCv2	45					6.3	sU - sandiger Schluff					humusfrei (0%)		80.0	sehr hoch (40 bis <80%)		dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	60																		0.0	80.0	Ld4	1.8	83.0	6.0	0.0	10.0	14.0	12.0	10.0	16.0	300.0	8.0	7.0	80.0	
35	32_U	IICv1	75					6.3	uS - schluffiger Sand					humusfrei (0%)		80.0	sehr hoch (40 bis <80%)		dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	80																		0.0	80.0	Ld4	1.8	108.0	3.0	0.0	12.0	17.0	15.0	12.0	19.0	300.0	4.0	4.0	80.0	
36	33_U	Ahb1	2					3.7	sU - sandiger Schluff					sehr stark humos (8-15%)		2.0	gering (0 bis <10%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	80																		12.5	2.0	Ld1	1.0	20.0	2.0	2.5	6.0	10.0	3.0	6.0	9.0	32.0	33.0	10.0	10.0	
36	33_U	Ahb2	15					3.7	sU - sandiger Schluff					stark humos (4-8%)		10.0	gering (0 bis <10%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	80																		6.0	10.0	Ld1	1.0	117.0	9.0	7.0	35.0	54.0	13.0	35.0	69.0	32.0	20.0	6.0	10.0	
36	33_U	(II)BvCv	25					3.7	sU - sandiger Schluff					humusfrei (0%)		50.0	sehr hoch (40 bis <80%)		locker		kalkfrei bis kalkarm (<0.5%)		Subpolyeder	70																		0.0	50.0	Ld2	1.3	65.0	5.0	0.0	13.0	20.0	4.0	13.0	24.0	300.0	8.0	2.0	10.0	
36	33_U	(II)Cv	45					3.9	sU - sandiger Schluff					humusfrei (0%)		90.0	vorwiegend (über 80%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	95																		0.0	90.0	Ld2	1.3	26.0	2.0	0.0	5.0	8.0	5.0	5.0	10.0	300.0	8.0	2.0	20.0	
37	34_U	Ahe	5					4.7	uS - schluffiger Sand					anmoorig bzw. äußerst humos (15-30%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	70																		22.5	0.0	Ld1	1.0	50.0	1.0	11.3	19.0	28.0	3.0	19.0	37.0	40.0	49.0	25.0	40.0	
37	34_U	Bv1	25					4.0	sU - sandiger Schluff					mittel humos (2-4%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	70																		3.0	0.0	Ld1	1.0	200.0	15.0	6.0	54.0	85.0	20.0	54.0	105.0	32.0	14.0	7.0	20.0	
37	34_U	Bv2	45					4.0	sU - sandiger Schluff					mittel humos (2-4%)		10.0	gering (0 bis <10%)		locker		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		3.0	10.0	Ld2	1.3	234.0	18.0	7.0	49.0	77.0	18.0	49.0	94.0	32.0	14.0	7.0	20.0	
37	34_U	Bv3	65					4.0	sU - sandiger Schluff					schwach humos (1-2%)		0.0	kein (0%)		dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		1.5	0.0	Ld4	1.8	360.0	27.0	5.4	43.0	65.0	7.0	43.0	72.0	4.0	11.0	6.0	20.0	
37	34_U	IIBvCv1	90					4.2	uS - schluffiger Sand					schwach humos (1-2%)		0.0	kein (0%)		locker		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		1.5	0.0	Ld2	1.3	325.0	8.0	4.9	66.0	94.0	20.0	66.0	114.0	40.0	7.0	4.0	30.0	
37	34_U	IIBvCv2	110					4.5	uS - schluffiger Sand					sehr schwach humos (< 1%)		0.0	kein (0%)		locker		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.5	0.0	Ld2	1.3	260.0	7.0	1.3	52.0	72.0	19.0	52.0	91.0	40.0	5.0	3.0	40.0	
37	34_U	IIBvCv3	125					4.5	uS - schluffiger Sand					sehr schwach humos (< 1%)		0.0	kein (0%)		locker		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.5	0.0	Ld2	1.3	195.0	5.0	1.0	39.0	54.0	14.0	39.0	68.0	40.0	5.0	3.0	40.0	
37	34_U	IIICu1	145					4.7	S - Sand					sehr schwach humos (< 1%)		60.0	sehr hoch (40 bis <80%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		0.5	60.0	Ld2	1.3	104.0	3.0	0.5	13.0	18.0	15.0	13.0	34.0	300.0	4.0	2.0	40.0	
37	34_U	IIICu2	160					4.7	S - Sand					humusfrei (0%)		70.0	sehr hoch (40 bis <80%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		0.0	70.0	Ld2	1.3	59.0	1.0	0.0	7.0	10.0	11.0	7.0	19.0	300.0	3.0	2.0	40.0	
37	34_U	IVCu3	175					5.9	S - Sand					humusfrei (0%)		90.0	vorwiegend (über 80%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		0.0	90.0	Ld2	1.3	20.0	1.0	0.0	2.0	3.0	4.0	2.0	6.0	300.0	3.0	2.0	70.0	
38	35_U	Ah	1					4.8	uS - schluffiger Sand					sehr stark humos (8-15%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	80																		12.5	0.0	Ld1	1.0	10.0	0.0	1.3	3.0	5.0	1.0	3.0	5.0	40.0	29.0	15.0	50.0	
38	35_U	Bv	25					4.3	uS - schluffiger Sand					mittel humos (2-4%)		10.0	gering (0 bis <10%)		mittel		kalkfrei bis kalkarm (<0.5%)		Subpolyeder	70																		3.0	10.0	Ld3	1.55	335.0	8.0	10.1	52.0	72.0	13.0	52.0	85.0	20.0	10.0	5.0	30.0	
38	35_U	BvCv1	40					4.4	sU - sandiger Schluff					humusfrei (0%)		80.0	sehr hoch (40 bis <80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	80.0	Ld5	2.0	60.0	5.0	0.0	6.0	9.0	8.0	6.0	10.0	300.0	8.0	4.0	30.0	
38	35_U	(II)BvCv2	55					5.1	lS - lehmiger Sand					humusfrei (0%)		80.0	sehr hoch (40 bis <80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	80.0	Ld5	2.0	60.0	6.0	0.0	5.0	8.0	8.0	5.0	10.0	300.0	7.0	5.0	60.0	
38	35_U	IIBvCv3	70					5.7	lS - lehmiger Sand					humusfrei (0%)		50.0	sehr hoch (40 bis <80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	40																		0.0	50.0	Ld5	2.0	150.0	15.0	0.0	14.0	21.0	4.0	14.0	24.0	11.0	7.0	5.0	70.0	
39	36_U	Ahe	5					4.8	uS - schluffiger Sand					sehr stark humos (8-15%)		5.0	gering (0 bis <10%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	80																		12.5	5.0	Ld1	1.0	48.0	1.0	6.0	14.0	22.0	5.0	14.0	22.0	40.0	29.0	15.0	50.0	
39	36_U	Bv1	30					3.9	sU - sandiger Schluff					mittel humos (2-4%)		20.0	mäßig (10 bis <20%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	50																		3.0	20.0	Ld1	1.0	200.0	15.0	6.0	54.0	85.0	20.0	54.0	105.0	32.0	14.0	4.0	20.0	
39	36_U	BvCv1	50					4.0	lS - lehmiger Sand					schwach humos (1-2%)		50.0	sehr hoch (40 bis <80%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	60																		1.5	50.0	Ld2	1.3	130.0	13.0	2.0	26.0	37.0	10.0	26.0	47.0	45.0	10.0	5.0	20.0	
39	36_U	BvCv2	70					4.1	lS - lehmiger Sand					humusfrei (0%)		70.0	sehr hoch (40 bis <80%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	60																		0.0	70.0	Ld2	1.3	78.0	8.0	0.0	15.0	21.0	15.0	15.0	27.0	300.0	7.0	4.0	20.0	
39	36_U	Cv1	110					4.3	lS - lehmiger Sand					humusfrei (0%)		80.0	sehr hoch (40 bis <80%)		dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	60																		0.0	80.0	Ld4	1.8	144.0	14.0	0.0	14.0	22.0	20.0	14.0	26.0	300.0	7.0	4.0	30.0	
39	36_U	Cv2	120					4.3	lS - lehmiger Sand					humusfrei (0%)		90.0	vorwiegend (über 80%)		dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	60																		0.0	90.0	Ld4	1.8	18.0	2.0	0.0	2.0	3.0	3.0	2.0	3.0	300.0	7.0	4.0	30.0	
40	37_U	Ahe	2						sU - sandiger Schluff					sehr stark humos (8-15%)		5.0	gering (0 bis <10%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	50																		12.5	5.0	Ld1	1.0	19.0	1.0	2.4	6.0	9.0	3.0	6.0	9.0	32.0	33.0			
40	37_U	Bv	20						lS - lehmiger Sand					mittel humos (2-4%)		5.0	gering (0 bis <10%)		locker		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		3.0	5.0	Ld2	1.3	222.0	22.0	6.7	44.0	67.0	19.0	44.0	86.0	45.0	13.0			
40	37_U	(II)BvCv1	45						lS - lehmiger Sand					humusfrei (0%)		70.0	sehr hoch (40 bis <80%)		locker		kalkfrei bis kalkarm (<0.5%)		Subpolyeder	70																		0.0	70.0	Ld2	1.3	98.0	10.0	0.0	19.0	27.0	19.0	19.0	34.0	300.0	7.0			
40	37_U	(II)BvCv2	70						lS - lehmiger Sand					humusfrei (0%)		80.0	sehr hoch (40 bis <80%)		dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	60																		0.0	80.0	Ld4	1.8	90.0	9.0	0.0	9.0	14.0	13.0	9.0	16.0	300.0	7.0			
40	37_U	IIICv1	90						lS - lehmiger Sand					humusfrei (0%)		90.0	vorwiegend (über 80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	70																		0.0	90.0	Ld5	2.0	40.0	4.0	0.0	4.0	6.0	5.0	4.0	7.0	300.0	7.0			
40	37_U	IIICv2	95						S - Sand					humusfrei (0%)		90.0	vorwiegend (über 80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	70																		0.0	90.0	Ld5	2.0	10.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	300.0	3.0			
