profil	profilnummer	bezeichnung	tiefe	uebergang_cm	uebergang_form	art	umlagerung	ph_wert	bodenart	farbe_munsell	farbe_sonst	feinwurzeln	grobwurzeln	humus_klasse	humus_wert	skelett_wert	skelett_klasse	dichte_wert	dichte_klasse	carbonat_wert	carbonat_klasse	porositaet	gefuege1	gefuege1_anteil	gefuege2	gefuege2_anteil	fleckenzahl	fleckenart	konkretionen	artefakte	kommentar	bodenartlabor	ton	schluff	sand	sand_fein	sand_mittel	sand_grob	phmethode	fleckung	evaluate	Px01_Hu	Px02_Sk	Px03_Ld	Px03a_LdZ	Px04_FB	Px05_TM	Px06_HM	Px07_nFK	Px08_FK	Px09_LK	Px10_WSV	Px11_GPV	Px12_kf	Px13_KAKpot	Px14_KAKeff	Px15_Mb	
18	13_U	C	55					4.1	sU - sandiger Schluff					humusfrei (0%)		100.0	vorwiegend (über 80%)		dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		0.0	100.0	Ld4	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	8.0	4.0	20.0	
19	14_U	Ah	5					3.9	sU - sandiger Schluff					anmoorig bzw. äußerst humos (15-30%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	70																		22.5	0.0	Ld1	1.0	50.0	4.0	11.3	19.0	28.0	3.0	19.0	37.0	32.0	53.0	16.0	20.0	
19	14_U	Bv1	20					4.1	sU - sandiger Schluff					stark humos (4-8%)		2.0	gering (0 bis <10%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	50																		6.0	2.0	Ld1	1.0	147.0	11.0	8.8	43.0	68.0	16.0	43.0	87.0	32.0	20.0	10.0	20.0	
19	14_U	Bv2	40					4.1	sU - sandiger Schluff					mittel humos (2-4%)		2.0	gering (0 bis <10%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Subpolyeder	100																		3.0	2.0	Ld1	1.0	196.0	15.0	5.9	53.0	83.0	20.0	53.0	103.0	300.0	14.0	7.0	20.0	
19	14_U	Bv3	55					4.1	sU - sandiger Schluff					schwach humos (1-2%)		25.0	hoch (20 bis <40%)		locker		kalkfrei bis kalkarm (<0.5%)		Subpolyeder	100																		1.5	25.0	Ld2	1.3	146.0	11.0	2.2	30.0	46.0	10.0	30.0	56.0	300.0	11.0	6.0	20.0	
19	14_U	(II)BvCv	80					4.0	lS - lehmiger Sand					schwach humos (1-2%)		80.0	sehr hoch (40 bis <80%)		mittel		kalkfrei bis kalkarm (<0.5%)		Subpolyeder	95																		1.5	80.0	Ld3	1.55	78.0	8.0	1.2	11.0	16.0	13.0	11.0	20.0	300.0	10.0	5.0	20.0	
20	16_U	Ahe	10					3.8	uS - schluffiger Sand					stark humos (4-8%)		2.0	gering (0 bis <10%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	80																		6.0	2.0	Ld2	1.3	127.0	3.0	7.6	28.0	43.0	8.0	28.0	51.0	40.0	16.0	5.0	20.0	
20	16_U	Bv1	30					3.6	uS - schluffiger Sand					stark humos (4-8%)		2.0	gering (0 bis <10%)		locker		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		6.0	2.0	Ld2	1.3	255.0	6.0	15.3	57.0	85.0	17.0	57.0	102.0	40.0	16.0	5.0	10.0	
20	16_U	Bv2	50					3.8	lS - lehmiger Sand					schwach humos (1-2%)		5.0	gering (0 bis <10%)		locker		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		1.5	5.0	Ld2	1.3	247.0	25.0	3.7	48.0	70.0	19.0	48.0	89.0	45.0	10.0	3.0	20.0	
20	16_U	(II)BvCv1	75					4.0	uS - schluffiger Sand					mittel humos (2-4%)		10.0	gering (0 bis <10%)		locker		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		3.0	10.0	Ld2	1.3	293.0	7.0	8.8	61.0	89.0	19.0	61.0	108.0	40.0	10.0	5.0	20.0	
20	16_U	IIIBvCv2	100					3.8	lS - lehmiger Sand					schwach humos (1-2%)		2.0	gering (0 bis <10%)		dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		1.5	2.0	Ld4	1.8	441.0	44.0	6.6	45.0	71.0	12.0	45.0	83.0	11.0	10.0	3.0	20.0	
21	18_U	Ahb	20					7.1	uS - schluffiger Sand					sehr stark humos (8-15%)		70.0	sehr hoch (40 bis <80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	100																		12.5	70.0	Ld2	1.3	78.0	2.0	9.8	18.0	28.0	15.0	18.0	27.0	300.0	29.0	29.0	95.0	
21	18_U	Cv1	40					7.4	uS - schluffiger Sand					humusfrei (0%)		80.0	sehr hoch (40 bis <80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	100																		0.0	80.0	Ld2	1.3	52.0	1.0	0.0	10.0	14.0	10.0	10.0	18.0	300.0	4.0	4.0	95.0	
21	18_U	Cv2	50					7.5	uS - schluffiger Sand					humusfrei (0%)		90.0	vorwiegend (über 80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	100																		0.0	90.0	Ld2	1.3	13.0	0.0	0.0	3.0	4.0	3.0	3.0	5.0	300.0	4.0	4.0	100.0	
21	18_U	Cu	55					7.5	uS - schluffiger Sand					humusfrei (0%)		90.0	vorwiegend (über 80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	100																		0.0	90.0	Ld2	1.3	7.0	0.0	0.0	1.0	2.0	1.0	1.0	2.0	300.0	4.0	4.0	100.0	
22	19_U	Ahb	13					6.8	sU - sandiger Schluff					anmoorig bzw. äußerst humos (15-30%)		50.0	sehr hoch (40 bis <80%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	50																		22.5	50.0	Ld1	1.0	65.0	5.0	14.6	24.0	36.0	4.0	24.0	47.0	32.0	53.0	48.0	90.0	
22	19_U	AB	45					7.1	sL - sandiger Lehm					stark humos (4-8%)		70.0	sehr hoch (40 bis <80%)		locker		kalkfrei bis kalkarm (<0.5%)		Subpolyeder	60																		6.0	70.0	Ld2	1.3	125.0	25.0	7.5	25.0	49.0	24.0	25.0	60.0	300.0	25.0	25.0	95.0	
22	19_U	Cv1	70					7.4	sL - sandiger Lehm					humusfrei (0%)		80.0	sehr hoch (40 bis <80%)		locker		stark kalkhaltig (>5%)		Subpolyeder	60																		0.0	80.0	Ld2	1.3	65.0	13.0	0.0	11.0	21.0	13.0	11.0	25.0	300.0	13.0	13.0	95.0	
22	19_U	Cv2	80					7.5	sL - sandiger Lehm					humusfrei (0%)		90.0	vorwiegend (über 80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	90																		0.0	90.0	Ld2	1.3	13.0	3.0	0.0	2.0	4.0	3.0	2.0	5.0	300.0	13.0	13.0	100.0	
23	20_U	Ahb	4					6.3	sU - sandiger Schluff					stark humos (4-8%)		0.0	kein (0%)		mittel		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	50																		6.0	0.0	Ld3	1.55	62.0	5.0	3.7	11.0	16.0	3.0	11.0	20.0	11.0	20.0	18.0	80.0	
23	20_U	Bv	30					6.6	sU - sandiger Schluff					mittel humos (2-4%)		5.0	gering (0 bis <10%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Subpolyeder	60																		3.0	5.0	Ld5	2.0	494.0	37.0	14.8	54.0	85.0	11.0	54.0	96.0	4.0	14.0	13.0	90.0	
23	20_U	IIBvCv	50					7.1	sL - sandiger Lehm					mittel humos (2-4%)		40.0	hoch (20 bis <40%)		sehr dicht		schwach kalkhaltig (0.5 bis <1.5%)		Subpolyeder	70																		3.0	40.0	Ld5	2.0	240.0	48.0	7.2	19.0	41.0	8.0	19.0	49.0	8.0	19.0	19.0	95.0	
23	20_U	IICv	65					7.5	lS - lehmiger Sand					humusfrei (0%)		90.0	vorwiegend (über 80%)		dicht		stark kalkhaltig (>5%)		Einzelkorn	60																		0.0	90.0	Ld4	1.8	27.0	3.0	0.0	3.0	4.0	4.0	3.0	5.0	300.0	7.0	7.0	100.0	
23	20_U	IIICu1	85					7.6	uS - schluffiger Sand					humusfrei (0%)		0.0	kein (0%)		locker		stark kalkhaltig (>5%)		Einzelkorn	70																		0.0	0.0	Ld2	1.3	260.0	7.0	0.0	52.0	72.0	19.0	52.0	91.0	40.0	4.0	4.0	100.0	
23	20_U	IVCu2	95					7.7	sU - sandiger Schluff					humusfrei (0%)		0.0	kein (0%)		dicht		stark kalkhaltig (>5%)		Einzelkorn	70																		0.0	0.0	Ld4	1.8	180.0	14.0	0.0	21.0	31.0	3.0	21.0	34.0	4.0	8.0	8.0	100.0	
