profil	profilnummer	bezeichnung	tiefe	uebergang_cm	uebergang_form	art	umlagerung	ph_wert	bodenart	farbe_munsell	farbe_sonst	feinwurzeln	grobwurzeln	humus_klasse	humus_wert	skelett_wert	skelett_klasse	dichte_wert	dichte_klasse	carbonat_wert	carbonat_klasse	porositaet	gefuege1	gefuege1_anteil	gefuege2	gefuege2_anteil	fleckenzahl	fleckenart	konkretionen	artefakte	kommentar	bodenartlabor	ton	schluff	sand	sand_fein	sand_mittel	sand_grob	phmethode	fleckung	evaluate	Px01_Hu	Px02_Sk	Px03_Ld	Px03a_LdZ	Px04_FB	Px05_TM	Px06_HM	Px07_nFK	Px08_FK	Px09_LK	Px10_WSV	Px11_GPV	Px12_kf	Px13_KAKpot	Px14_KAKeff	Px15_Mb	
398	19	BC	125					6.45	lS - lehmiger Sand						0.05		gering (0 bis <10%)		dicht	0.0			Kohärentgefüge	100									5.0	39.0	56.0							0.05	5.0	Ld4	1.8	599.0	2995.0	0.3	60.0	91.0	17.0	60.0	108.0	11.0	5.0	5.0	80.0	
399	20	Ap1	20					7.31	lS - lehmiger Sand						2.99		gering (0 bis <10%)		locker	17.0			Kohärentgefüge	50	Bröckel (<50mm)								6.0	33.0	61.0							2.99	5.0	Ld2	1.3	247.0	1482.0	7.4	49.0	74.0	21.0	70.0	86.0	45.0	11.0	11.0	95.0	
399	20	Ap2	47					7.41	lS - lehmiger Sand						8.31		gering (0 bis <10%)		mittel	19.0			Subpolyeder	100									8.0	41.0	51.0							8.31	5.0	Ld3	1.55	398.0	3184.0	33.1	64.0	108.0	26.0	90.0	97.0	20.0	23.0	23.0	95.0	
399	20	Cg1	75					7.48	U - Schluff						18.75		gering (0 bis <10%)		mittel	20.0			Subpolyeder	100									10.0	76.0	14.0							18.75	5.0	Ld3	1.55	412.0	4120.0	77.3	98.0	149.0	16.0	114.0	194.0	8.0	46.0	46.0	95.0	
399	20	Cg2	110					7.7	sU - sandiger Schluff						2.05		gering (0 bis <10%)		mittel	11.0			Polyeder	100									8.0	56.0	36.0							2.05	5.0	Ld3	1.55	515.0	4120.0	10.6	81.0	123.0	23.0	104.0	130.0	11.0	11.0	11.0	100.0	
400	21	Ap1	30					7.19	sL - sandiger Lehm						2.72		gering (0 bis <10%)		mittel	8.0			Subpolyeder	100									17.0	43.0	40.0							2.72	5.0	Ld3	1.55	442.0	7514.0	12.0	53.0	108.0	23.0	76.0	115.0	16.0	16.0	16.0	95.0	
401	22	Ap1	24					6.15	lS - lehmiger Sand						1.5		gering (0 bis <10%)		locker	1.0			Subpolyeder	100									11.0	39.0	50.0							1.5	5.0	Ld2	1.3	296.0	3256.0	4.4	58.0	84.0	23.0	81.0	107.0	300.0	10.0	9.0	80.0	
401	22	Ap2	60					5.9	lS - lehmiger Sand						2.51		gering (0 bis <10%)		locker	0.0			Subpolyeder	100									11.0	39.0	50.0							2.51	5.0	Ld2	1.3	445.0	4895.0	11.2	89.0	133.0	38.0	127.0	156.0	300.0	12.0	8.0	70.0	
401	22	Bck	82					7.67	lS - lehmiger Sand						0.27		gering (0 bis <10%)		mittel	7.0			Polyeder	100									6.0	39.0	55.0							0.27	5.0	Ld3	1.55	324.0	1944.0	0.9	44.0	64.0	16.0	60.0	79.0	20.0	5.0	5.0	100.0	
401	22	2Ck	115					7.77	S - Sand						0.15		hoch (20 bis <40%)		locker	6.0			Kohärentgefüge	100									4.0	27.0	69.0							0.15	30.0	Ld2	1.3	300.0	1200.0	0.5	37.0	53.0	44.0	81.0	97.0	196.0	4.0	4.0	100.0	
402	23	Ap1	14					5.95	sL - sandiger Lehm						3.13		gering (0 bis <10%)		locker	0.0			Subpolyeder	50	Krümel								15.0	43.0	42.0							3.13	5.0	Ld2	1.3	173.0	2595.0	5.4	31.0	60.0	13.0	44.0	66.0	300.0	16.0	11.0	70.0	
402	23	Ap2	43					5.93	lS - lehmiger Sand						1.6		gering (0 bis <10%)		locker	0.0			Subpolyeder	100									13.0	40.0	47.0							1.6	5.0	Ld2	1.3	358.0	4654.0	5.7	70.0	102.0	28.0	98.0	125.0	300.0	12.0	8.0	70.0	
402	23	Bt1	80					6.14	lS - lehmiger Sand						0.35		mäßig (10 bis <20%)		locker	0.0			Subpolyeder	100									10.0	32.0	58.0							0.35	15.0	Ld2	1.3	409.0	4090.0	1.4	79.0	112.0	31.0	110.0	143.0	300.0	7.0	6.0	80.0	
403	24	Ap1	15					7.01	sL - sandiger Lehm						4.87		gering (0 bis <10%)		locker	2.0			Subpolyeder	100									15.0	34.0	51.0							4.87	5.0	Ld2	1.3	185.0	2775.0	9.0	37.0	73.0	16.0	53.0	71.0	300.0	19.0	19.0	95.0	
403	24	Ap2	50					6.88	lS - lehmiger Sand						2.36		gering (0 bis <10%)		locker	0.0			Subpolyeder	100									13.0	39.0	48.0							2.36	5.0	Ld2	1.3	432.0	5616.0	10.2	86.0	130.0	37.0	123.0	151.0	300.0	13.0	12.0	90.0	
403	24	Ap3	90					6.96	lS - lehmiger Sand						0.83		gering (0 bis <10%)		locker	0.0			Subpolyeder	100									14.0	42.0	44.0							0.83	5.0	Ld2	1.3	494.0	6916.0	4.1	95.0	135.0	38.0	133.0	173.0	300.0	11.0	10.0	90.0	
403	24	2B	145					6.83	lS - lehmiger Sand						0.51		gering (0 bis <10%)		mittel	0.0			Subpolyeder	100									13.0	50.0	37.0							0.51	5.0	Ld3	1.55	810.0	10530.0	4.1	110.0	159.0	39.0	149.0	199.0	20.0	10.0	9.0	90.0	
404	25	Ap1	35					5.62	lS - lehmiger Sand						1.68		gering (0 bis <10%)		mittel	0.0			Subpolyeder	100									11.0	41.0	48.0							1.68	5.0	Ld3	1.55	515.0	5665.0	8.7	71.0	106.0	25.0	96.0	126.0	20.0	11.0	8.0	70.0	
404	25	Ap2	63					5.93	lS - lehmiger Sand						1.86		gering (0 bis <10%)		mittel	0.0			Subpolyeder	100									12.0	38.0	50.0							1.86	5.0	Ld3	1.55	412.0	4944.0	7.7	57.0	85.0	20.0	77.0	101.0	20.0	12.0	8.0	70.0	
404	25	E	92					6.38	lS - lehmiger Sand						0.44		gering (0 bis <10%)		locker	0.0			Subpolyeder	100									11.0	50.0	39.0							0.44	5.0	Ld2	1.3	358.0	3938.0	1.6	69.0	98.0	28.0	97.0	125.0	300.0	9.0	8.0	80.0	
404	25	Bt1	115					6.46	lS - lehmiger Sand						0.3		gering (0 bis <10%)		mittel	0.0			Polyeder	100									10.0	53.0	37.0							0.3	5.0	Ld3	1.55	339.0	3390.0	1.0	46.0	67.0	16.0	62.0	83.0	20.0	8.0	7.0	80.0	
404	25	Bt2	140					6.58	lS - lehmiger Sand						0.15		hoch (20 bis <40%)		mittel	0.0			Polyeder	100									9.0	38.0	53.0							0.15	30.0	Ld3	1.55	271.0	2439.0	0.4	37.0	53.0	13.0	50.0	67.0	20.0	7.0	6.0	90.0	
405	26	Ap1	12					5.64	lS - lehmiger Sand						4.39		gering (0 bis <10%)		mittel	0.0			Subpolyeder	100									11.0	33.0	56.0							4.39	5.0	Ld3	1.55	177.0	1947.0	7.8	27.0	44.0	11.0	38.0	43.0	20.0	16.0	11.0	70.0	
405	26	Ap2	48					6.08	lS - lehmiger Sand						1.06		mäßig (10 bis <20%)		mittel	0.0			Subpolyeder	100									12.5	30.0	57.5							1.06	15.0	Ld3	1.55	474.0	5925.0	5.0	66.0	98.0	23.0	89.0	116.0	20.0	10.0	9.0	80.0	
405	26	Bct	64					7.15	lS - lehmiger Sand						0.38		mäßig (10 bis <20%)		mittel	2.0			Subpolyeder	100									14.0	30.0	56.0							0.38	15.0	Ld3	1.55	211.0	2954.0	0.8	29.0	41.0	10.0	39.0	52.0	20.0	9.0	9.0	95.0	
405	26	C	115					7.72	lS - lehmiger Sand						0.05		mäßig (10 bis <20%)		locker	7.0			Kohärentgefüge	100									5.0	32.0	63.0							0.05	15.0	Ld2	1.3	564.0	2820.0	0.3	108.0	154.0	43.0	151.0	197.0	45.0	4.0	4.0	100.0	
406	27	Ap1	20					6.15	lS - lehmiger Sand						2.67		gering (0 bis <10%)		locker	0.0			Subpolyeder	100									10.0	30.0	60.0							2.67	5.0	Ld2	1.3	247.0	2470.0	6.6	49.0	74.0	21.0	70.0	86.0	300.0	12.0	11.0	80.0	
406	27	Ap2	62					6.21	lS - lehmiger Sand						1.34		gering (0 bis <10%)		mittel	0.0			Subpolyeder	100									10.0	31.0	59.0							1.34	5.0	Ld3	1.55	618.0	6180.0	8.3	86.0	128.0	30.0	116.0	152.0	20.0	9.0	8.0	80.0	
406	27	B	130					6.5	lS - lehmiger Sand						0.21		mäßig (10 bis <20%)		mittel	0.0			Subpolyeder	100									7.0	27.0	66.0							0.21	15.0	Ld3	1.55	896.0	6272.0	1.9	121.0	176.0	43.0	164.0	220.0	20.0	5.0	5.0	90.0	
406	27	C/B	160					6.69	lS - lehmiger Sand						0.03		mäßig (10 bis <20%)		mittel	0.0			Kohärentgefüge	100									5.0	34.0	61.0							0.03	15.0	Ld3	1.55	395.0	1975.0	0.1	54.0	78.0	19.0	73.0	97.0	20.0	4.0	4.0	90.0	
407	28	Ap1	10					6.25	sL - sandiger Lehm						5.87		gering (0 bis <10%)		locker	0.0			Krümel	100									15.0	40.0	45.0							5.87	5.0	Ld2	1.3	124.0	1860.0	7.3	25.0	48.0	11.0	36.0	47.0	300.0	21.0	19.0	80.0	
407	28	Ap2	25					6.37	lS - lehmiger Sand						2.27		gering (0 bis <10%)		mittel	0.0			Subpolyeder	100									14.0	37.0	49.0							2.27	5.0	Ld3	1.55	221.0	3094.0	5.0	31.0	48.0	12.0	43.0	54.0	20.0	13.0	12.0	80.0	
407	28	Ap3	73					6.83	lS - lehmiger Sand						1.16		gering (0 bis <10%)		mittel	0.0			Subpolyeder	100									13.0	37.0	50.0							1.16	5.0	Ld3	1.55	707.0	9191.0	8.2	98.0	146.0	34.0	132.0	173.0	20.0	11.0	10.0	90.0	
407	28	Bt1	105					6.98	lS - lehmiger Sand						0.36		gering (0 bis <10%)		mittel	0.0			Polyeder	100									13.0	48.0	39.0							0.36	5.0	Ld3	1.55	471.0	6123.0	1.7	64.0	93.0	23.0	87.0	116.0	20.0	10.0	9.0	90.0	
407	28	BC	125					7.01	lS - lehmiger Sand						0.24		hoch (20 bis <40%)		locker	0.0			Kohärentgefüge	100									7.0	41.0	52.0							0.24	30.0	Ld2	1.3	182.0	1274.0	0.4	35.0	50.0	14.0	49.0	64.0	45.0	6.0	6.0	95.0	
408	29	Ap1	17					5.3	sL - sandiger Lehm						4.35		gering (0 bis <10%)		locker	0.0			Subpolyeder	100									19.0	43.0	38.0							4.35	5.0	Ld2	1.3	210.0	3990.0	9.1	42.0	82.0	19.0	61.0	80.0	300.0	20.0	14.0	60.0	
409	30	Ap1	15					6.04	lS - lehmiger Sand						4.25		gering (0 bis <10%)		locker	0.0			Subpolyeder	100									11.0	30.0	59.0							4.25	5.0	Ld2	1.3	185.0	2035.0	7.9	40.0	62.0	17.0	40.0	65.0	300.0	16.0	14.0	80.0	
410	31	Ap1	60					6.5	lS - lehmiger Sand						2.51		mäßig (10 bis <20%)		locker	0.0			Subpolyeder	100									11.0	30.0	59.0							2.51	15.0	Ld2	1.3	663.0	7293.0	16.6	133.0	199.0	56.0	189.0	232.0	300.0	12.0	11.0	90.0	
410	31	BC	78					7.31	lS - lehmiger Sand						0.17		mäßig (10 bis <20%)		mittel	0.0			Kohärentgefüge	100									7.0	38.0	55.0							0.17	15.0	Ld3	1.55	237.0	1659.0	0.4	32.0	47.0	11.0	43.0	58.0	20.0	6.0	6.0	95.0	
410	31	C	115					7.94	lS - lehmiger Sand						0.04		hoch (20 bis <40%)		mittel	1.0			Kohärentgefüge	100									5.0	34.0	61.0							0.04	30.0	Ld3	1.55	401.0	2005.0	0.2	54.0	79.0	19.0	73.0	98.0	20.0	4.0	4.0	100.0	
411	32	Ap	20					7.25	lS - lehmiger Sand						3.77		hoch (20 bis <40%)		locker	52.0			Krümel	100									13.0	40.0	47.0							3.77	30.0	Ld2	1.3	182.0	2366.0	6.9	36.0	55.0	15.0	36.0	64.0	300.0	16.0	16.0	95.0	
411	32	C	50					7.61	lS - lehmiger Sand						1.02		hoch (20 bis <40%)		mittel	61.0			Bröckel (<50mm)	100									13.0	38.0	49.0							1.02	30.0	Ld3	1.55	326.0	4238.0	3.3	45.0	67.0	16.0	45.0	80.0	20.0	10.0	10.0	100.0	
412	33	Ap1	15					6.81	lU - lehmiger Schluff						9.31		gering (0 bis <10%)		locker	19.0			Krümel	100									22.0	55.0	23.0							9.31	5.0	Ld2	1.3	185.0	4070.0	17.2	41.0	78.0	19.0	60.0	71.0	300.0	32.0	29.0	90.0	
412	33	Ap2	35					6.98	L - Lehm						7.02		gering (0 bis <10%)		locker	20.0			Krümel	100									28.0	53.0	19.0							7.02	5.0	Ld2	1.3	247.0	6916.0	17.3	44.0	111.0	19.0	63.0	105.0	300.0	31.0	28.0	90.0	
412	33	B	62					7.44	uL - schluffiger Lehm						1.61		mäßig (10 bis <20%)		mittel	29.0			Prismen	100									28.0	56.0	16.0							1.61	15.0	Ld3	1.55	356.0	9968.0	5.7	38.0	94.0	14.0	52.0	101.0	19.0	20.0	20.0	95.0	
412	33	CB	85					7.58	sL - sandiger Lehm						0.78		mäßig (10 bis <20%)		dicht	29.0			Prismen	100									24.0	49.0	27.0							0.78	15.0	Ld4	1.8	352.0	8448.0	2.7	28.0	60.0	10.0	38.0	69.0	8.0	16.0	16.0	100.0	
412	33	C	128					7.78	lS - lehmiger Sand						0.22		mäßig (10 bis <20%)		mittel	57.0			Kohärentgefüge	100									14.0	49.0	37.0							0.22	15.0	Ld3	1.55	567.0	7938.0	1.2	77.0	111.0	27.0	104.0	139.0	20.0	10.0	10.0	100.0	
412	33	2C	165					7.63	lS - lehmiger Sand						0.18		gering (0 bis <10%)		locker	4.0			Kohärentgefüge	100									8.0	49.0	43.0							0.18	5.0	Ld2	1.3	457.0	3656.0	0.8	88.0	125.0	35.0	123.0	160.0	45.0	7.0	7.0	100.0	
413	34	Ap1	12					5.75	lS - lehmiger Sand						1.89		mäßig (10 bis <20%)		locker	0.0			Polyeder	100									11.0	40.0	49.0							1.89	15.0	Ld2	1.3	133.0	1463.0	2.5	26.0	38.0	10.0	26.0	46.0	45.0	11.0	8.0	70.0	
413	34	Ap2	38					5.42	lS - lehmiger Sand						0.63		mäßig (10 bis <20%)		mittel	0.0			Subpolyeder	100									12.0	41.0	47.0							0.63	15.0	Ld3	1.55	343.0	4116.0	2.2	46.0	67.0	17.0	46.0	84.0	20.0	9.0	6.0	60.0	
413	34	Bt1	90					5.67	lS - lehmiger Sand						0.16		sehr hoch (40 bis <80%)		mittel	0.0			Polyeder	100									9.0	35.0	56.0							0.16	60.0	Ld3	1.55	322.0	2898.0	0.5	44.0	63.0	16.0	44.0	79.0	300.0	7.0	5.0	70.0	
413	34	2Bt2	135					5.72	lS - lehmiger Sand						0.26		vorwiegend (über 80%)		mittel	0.0			Subpolyeder	50	Einzelkorn								13.0	16.0	71.0							0.26	90.0	Ld3	1.55	70.0	910.0	0.2	9.0	14.0	11.0	9.0	17.0	300.0	8.0	6.0	70.0	
414	35	Ap1	13					7.31	lS - lehmiger Sand						1.65		gering (0 bis <10%)		mittel	3.0			Einzelkorn	100									5.0	32.0	63.0							1.65	5.0	Ld3	1.55	191.0	955.0	3.2	27.0	40.0	9.0	27.0	47.0	20.0	7.0	7.0	95.0	
414	35	Ap2	38					7.49	lS - lehmiger Sand						0.9		gering (0 bis <10%)		mittel	4.0			Einzelkorn	100									5.0	36.0	59.0							0.9	5.0	Ld3	1.55	368.0	1840.0	3.3	50.0	72.0	18.0	50.0	90.0	20.0	6.0	6.0	95.0	
414	35	B	85					7.64	uS - schluffiger Sand						0.42		gering (0 bis <10%)		mittel	3.0			Subpolyeder	50	Einzelkorn								4.0	34.0	62.0							0.42	5.0	Ld3	1.55	692.0	2768.0	2.9	103.0	134.0	31.0	103.0	165.0	20.0	5.0	5.0	100.0	
414	35	BC	105					7.83	lS - lehmiger Sand						0.31		gering (0 bis <10%)		mittel	3.0			Subpolyeder	100									5.0	31.0	64.0							0.31	5.0	Ld3	1.55	295.0	1475.0	0.9	40.0	58.0	14.0	40.0	72.0	20.0	5.0	5.0	100.0	
414	35	Cbt	135					7.94	S - Sand						0.02		gering (0 bis <10%)		mittel	1.0			Kohärentgefüge	100									3.0	27.0	70.0							0.02	5.0	Ld3	1.55	442.0	1326.0	0.1	41.0	57.0	46.0	41.0	103.0	117.0	3.0	3.0	100.0	
415	36	Ap	80					7.46	sL - sandiger Lehm						1.22		mäßig (10 bis <20%)		mittel	43.0			Polyeder	100									24.0	51.0	25.0							1.22	15.0	Ld3	1.55	1054.0	25296.0	12.9	119.0	248.0	48.0	167.0	275.0	16.0	17.0	17.0	95.0	
415	36	BC	110					7.64	lU - lehmiger Schluff						0.77		mäßig (10 bis <20%)		mittel	59.0			Polyeder	100									19.0	58.0	23.0							0.77	15.0	Ld3	1.55	395.0	7505.0	3.0	48.0	92.0	15.0	63.0	107.0	14.0	14.0	14.0	100.0	
409	30	Ap2	38					6.07	lS - lehmiger Sand						1.86		mäßig (10 bis <20%)		locker	0.0			Subpolyeder	100									10.0	28.0	62.0							1.86	15.0	Ld2	1.3	254.0	2540.0	4.7	50.0	72.0	20.0	50.0	89.0	300.0	10.0	9.0	80.0	
411	32	Ab1	75					7.56	sL - sandiger Lehm						2.18		hoch (20 bis <40%)		mittel	30.0			Subpolyeder	50	Bröckel (<50mm)								16.0	43.0	41.0							2.18	30.0	Ld3	1.55	271.0	4336.0	5.9	32.0	67.0	14.0	32.0	71.0	16.0	15.0	15.0	100.0	
411	32	Ab2	90					7.65	lS - lehmiger Sand						1.31		hoch (20 bis <40%)		mittel	56.0			Bröckel (<50mm)	100									13.0	37.0	50.0							1.31	30.0	Ld3	1.55	163.0	2119.0	2.1	23.0	34.0	8.0	23.0	40.0	20.0	11.0	11.0	100.0	
411	32	C	140					7.84	lS - lehmiger Sand						0.42		sehr hoch (40 bis <80%)		sehr dicht	68.0			Kohärentgefüge	100									12.0	37.0	51.0							0.42	60.0	Ld5	2.0	400.0	4800.0	1.7	36.0	55.0	10.0	36.0	65.0	300.0	9.0	9.0	100.0	
417	38	Ap1	32					5.37	lS - lehmiger Sand						1.72		gering (0 bis <10%)		mittel	0.0			Subpolyeder	100									10.0	35.0	55.0							1.72	5.0	Ld3	1.55	471.0	4710.0	8.1	65.0	97.0	23.0	65.0	116.0	20.0	10.0	7.0	60.0	
417	38	Ap2	75					5.08	lS - lehmiger Sand						0.61		gering (0 bis <10%)		mittel	0.0			Subpolyeder	100									10.0	34.0	56.0							0.61	5.0	Ld3	1.55	633.0	6330.0	3.9	86.0	125.0	31.0	86.0	155.0	20.0	8.0	6.0	50.0	
417	38	Bt1	110					5.4	lS - lehmiger Sand						0.22		mäßig (10 bis <20%)		mittel	0.0			Subpolyeder	100									6.0	41.0	53.0							0.22	15.0	Ld3	1.55	461.0	2766.0	1.0	62.0	91.0	22.0	62.0	113.0	20.0	5.0	4.0	60.0	
417	38	Ct	160					5.72	uS - schluffiger Sand						0.06		gering (0 bis <10%)		mittel	0.0			Kohärentgefüge	50	Einzelkorn								3.0	31.0	66.0							0.06	5.0	Ld3	1.55	736.0	2208.0	0.4	109.0	143.0	33.0	109.0	176.0	20.0	3.0	2.0	70.0	
419	40	Ap1	15					7.08	lS - lehmiger Sand						2.3		mäßig (10 bis <20%)		locker	20.0			Krümel	100									9.0	25.0	66.0							2.3	15.0	Ld2	1.3	166.0	1494.0	3.8	33.0	50.0	14.0	47.0	58.0	300.0	10.0	10.0	95.0	
419	40	Ap2	50					7.29	lS - lehmiger Sand						1.42		mäßig (10 bis <20%)		mittel	19.0			Subpolyeder	100									10.0	28.0	62.0							1.42	15.0	Ld3	1.55	461.0	4610.0	6.5	64.0	95.0	22.0	86.0	113.0	20.0	9.0	9.0	95.0	
419	40	C2	85					7.78	lS - lehmiger Sand						0.15		gering (0 bis <10%)		locker	30.0			Kohärentgefüge	100									7.0	40.0	53.0							0.15	5.0	Ld2	1.3	432.0	3024.0	0.6	83.0	118.0	33.0	116.0	151.0	45.0	6.0	6.0	100.0	
419	40	C3	120					7.81	lS - lehmiger Sand						0.14		vorwiegend (über 80%)		locker	37.0			Einzelkorn	100									5.0	26.0	69.0							0.14	90.0	Ld2	1.3	46.0	230.0	0.1	9.0	12.0	9.0	18.0	16.0	300.0	4.0	4.0	100.0	
419	40	C4	160					7.73	S - Sand						0.01		mäßig (10 bis <20%)		locker	33.0			Einzelkorn	100									3.0	11.0	86.0							0.01	15.0	Ld2	1.3	442.0	1326.0	0.0	54.0	78.0	65.0	119.0	143.0	196.0	2.0	2.0	100.0	
420	41	Ap1	16					5.39	lS - lehmiger Sand						2.58		mäßig (10 bis <20%)		locker	0.0			Krümel	100									13.0	42.0	45.0							2.58	15.0	Ld2	1.3	177.0	2301.0	4.6	35.0	53.0	15.0	35.0	62.0	300.0	14.0	10.0	60.0	
420	41	Ap2	55					4.93	lS - lehmiger Sand						0.95		mäßig (10 bis <20%)		mittel	0.0			Subpolyeder	100									13.0	41.0	46.0							0.95	15.0	Ld3	1.55	514.0	6682.0	4.9	70.0	101.0	25.0	70.0	126.0	20.0	10.0	5.0	50.0	
420	41	Bt	85					5.1	lS - lehmiger Sand						0.27		mäßig (10 bis <20%)		mittel	0.0			Subpolyeder	100									11.0	33.0	56.0							0.27	15.0	Ld3	1.55	395.0	4345.0	1.1	54.0	78.0	19.0	54.0	97.0	20.0	8.0	6.0	60.0	
420	41	Bct	115					5.39	lS - lehmiger Sand						0.14		mäßig (10 bis <20%)		mittel	0.0			Subpolyeder	100									7.0	29.0	64.0							0.14	15.0	Ld3	1.55	395.0	2765.0	0.6	54.0	78.0	19.0	54.0	97.0	20.0	5.0	4.0	60.0	
420	41	Cbt	160					5.67	lS - lehmiger Sand						0.09		mäßig (10 bis <20%)		mittel	0.0			Kohärentgefüge	100									7.0	43.0	50.0							0.09	15.0	Ld3	1.55	593.0	4151.0	0.5	80.0	117.0	29.0	80.0	145.0	20.0	6.0	4.0	70.0	
421	42	Ap1	18					6.93	L - Lehm						4.18		mäßig (10 bis <20%)		mittel	5.0			Subpolyeder	100									27.0	46.0	27.0							4.18	15.0	Ld3	1.55	237.0	6399.0	9.9	30.0	76.0	12.0	42.0	68.0	12.0	24.0	22.0	90.0	
421	42	Ap2	40					6.99	L - Lehm						2.53		gering (0 bis <10%)		mittel	2.0			Subpolyeder	100									28.0	45.0	27.0							2.53	5.0	Ld3	1.55	324.0	9072.0	8.2	36.0	91.0	14.0	50.0	93.0	12.0	21.0	19.0	90.0	
421	42	B	120					7.11	uL - schluffiger Lehm						0.49		gering (0 bis <10%)		mittel	1.0			Subpolyeder	100									25.0	61.0	14.0							0.49	5.0	Ld3	1.55	1178.0	29450.0	5.8	122.0	293.0	42.0	164.0	334.0	19.0	17.0	17.0	95.0	
421	42	BC	150					7.62	lU - lehmiger Schluff						0.23		gering (0 bis <10%)		mittel	30.0			Kohärentgefüge	100									15.0	73.0	12.0							0.23	5.0	Ld3	1.55	442.0	6630.0	1.0	54.0	103.0	17.0	71.0	120.0	14.0	12.0	12.0	100.0	
422	43	Ap1	15					6.73	lS - lehmiger Sand						4.15		gering (0 bis <10%)		mittel	11.0			Subpolyeder	100									14.0	36.0	50.0							4.15	5.0	Ld3	1.55	221.0	3094.0	9.2	34.0	55.0	14.0	48.0	54.0	20.0	17.0	15.0	90.0	
422	43	Ap2	53					7.14	lS - lehmiger Sand						1.18		mäßig (10 bis <20%)		mittel	9.0			Subpolyeder	100									14.0	38.0	48.0							1.18	15.0	Ld3	1.55	501.0	7014.0	5.9	69.0	103.0	24.0	93.0	123.0	20.0	11.0	11.0	95.0	
422	43	2C	110					7.61	lS - lehmiger Sand						0.17		gering (0 bis <10%)		mittel	4.0			Kohärentgefüge	100									6.0	45.0	49.0							0.17	5.0	Ld3	1.55	839.0	5034.0	1.4	114.0	165.0	41.0	155.0	206.0	20.0	6.0	6.0	100.0	
409	30	E	65					6.18	S - Sand						0.17		mäßig (10 bis <20%)		locker	0.0			Einzelkorn	100									8.0	9.0	83.0							0.17	15.0	Ld2	1.3	298.0	2384.0	0.5	37.0	53.0	44.0	37.0	96.0	196.0	5.0	5.0	80.0	
409	30	2Bt	110					6.19	sL - sandiger Lehm						0.35		sehr hoch (40 bis <80%)		locker	0.0			Kohärentgefüge	100									18.0	14.0	68.0							0.35	60.0	Ld2	1.3	234.0	4212.0	0.8	40.0	74.0	15.0	40.0	89.0	300.0	10.0	9.0	80.0	
423	44	C	120					6.99	lS - lehmiger Sand						0.86		sehr hoch (40 bis <80%)		mittel	2.0			Einzelkorn	100									8.0	18.0	74.0							0.86	60.0	Ld3	1.55	341.0	2728.0	2.9	46.0	67.0	17.0	46.0	84.0	300.0	7.0	6.0	90.0	
424	45	Ap1	18					5.88	lS - lehmiger Sand						2.05		gering (0 bis <10%)		locker	0.0			Subpolyeder	100									14.0	38.0	48.0							2.05	5.0	Ld2	1.3	222.0	3108.0	4.6	44.0	67.0	19.0	63.0	78.0	300.0	13.0	9.0	70.0	
424	45	Ap2	50					6.11	sL - sandiger Lehm						0.85		gering (0 bis <10%)		mittel	0.0			Subpolyeder	100									15.0	38.0	47.0							0.85	5.0	Ld3	1.55	471.0	7065.0	4.0	52.0	103.0	20.0	72.0	123.0	16.0	11.0	10.0	80.0	
424	45	Bt	83					6.21	sL - sandiger Lehm						0.22		mäßig (10 bis <20%)		mittel	0.0			Subpolyeder	100									20.0	24.0	56.0							0.22	15.0	Ld3	1.55	435.0	8700.0	1.0	48.0	95.0	18.0	66.0	114.0	16.0	12.0	11.0	80.0	
424	45	BC	115					6.4	lS - lehmiger Sand						0.12		mäßig (10 bis <20%)		mittel	0.0			Kohärentgefüge	50	Einzelkorn								8.0	22.0	70.0							0.12	15.0	Ld3	1.55	422.0	3376.0	0.5	57.0	83.0	20.0	77.0	103.0	20.0	5.0	5.0	80.0	
425	46	Ap1	40					6.05	sL - sandiger Lehm						4.51		gering (0 bis <10%)		mittel	0.0			Subpolyeder	100									19.0	43.0	38.0							4.51	5.0	Ld3	1.55	589.0	11191.0	26.6	80.0	167.0	36.0	116.0	154.0	16.0	21.0	19.0	80.0	
425	46	Ap2	75					6.02	sL - sandiger Lehm						0.84		gering (0 bis <10%)		mittel	0.0			Subpolyeder	100									19.0	42.0	39.0							0.84	5.0	Ld3	1.55	515.0	9785.0	4.3	57.0	113.0	22.0	79.0	135.0	16.0	13.0	12.0	80.0	
425	46	B	130					6.13	sL - sandiger Lehm						0.4		gering (0 bis <10%)		locker	0.0			Subpolyeder	100									18.0	45.0	37.0							0.4	5.0	Ld2	1.3	679.0	12222.0	2.7	115.0	214.0	44.0	159.0	259.0	300.0	12.0	11.0	80.0	
426	47	Ap1	18					6.23	lS - lehmiger Sand						2.01		mäßig (10 bis <20%)		mittel	0.0			Subpolyeder	100									13.0	37.0	50.0							2.01	15.0	Ld3	1.55	237.0	3081.0	4.8	34.0	52.0	13.0	34.0	58.0	20.0	12.0	11.0	80.0	
426	47	BC	150					6.61	lS - lehmiger Sand						0.08		mäßig (10 bis <20%)		mittel	0.0			Kohärentgefüge	100									6.0	25.0	69.0							0.08	15.0	Ld3	1.55	329.0	1974.0	0.3	45.0	65.0	16.0	45.0	81.0	20.0	4.0	4.0	90.0	
426	47	Bt	125					6.53	lS - lehmiger Sand						0.18		mäßig (10 bis <20%)		mittel	0.0			Subpolyeder	100									11.0	25.0	64.0							0.18	15.0	Ld3	1.55	791.0	8701.0	1.4	107.0	156.0	38.0	107.0	194.0	20.0	7.0	6.0	90.0	
