profil	profilnummer	bezeichnung	tiefe	uebergang_cm	uebergang_form	art	umlagerung	ph_wert	bodenart	farbe_munsell	farbe_sonst	feinwurzeln	grobwurzeln	humus_klasse	humus_wert	skelett_wert	skelett_klasse	dichte_wert	dichte_klasse	carbonat_wert	carbonat_klasse	porositaet	gefuege1	gefuege1_anteil	gefuege2	gefuege2_anteil	fleckenzahl	fleckenart	konkretionen	artefakte	kommentar	bodenartlabor	ton	schluff	sand	sand_fein	sand_mittel	sand_grob	phmethode	fleckung	evaluate	Px01_Hu	Px02_Sk	Px03_Ld	Px03a_LdZ	Px04_FB	Px05_TM	Px06_HM	Px07_nFK	Px08_FK	Px09_LK	Px10_WSV	Px11_GPV	Px12_kf	Px13_KAKpot	Px14_KAKeff	Px15_Mb	
427	48	Ap2	38					6.5	lS - lehmiger Sand						2.48		hoch (20 bis <40%)		mittel	0.0			Subpolyeder	100									9.0	24.0	67.0							2.48	30.0	Ld3	1.55	282.0	2538.0	7.0	40.0	62.0	15.0	55.0	69.0	20.0	11.0	10.0	90.0	
428	49	Ap1	12					7.13	sL - sandiger Lehm						1.51		mäßig (10 bis <20%)		locker	5.0			Subpolyeder	50	Krümel								16.0	35.0	49.0							1.51	15.0	Ld2	1.3	133.0	2128.0	2.0	23.0	44.0	9.0	32.0	50.0	300.0	13.0	13.0	95.0	
428	49	Ap2	55					7.54	sL - sandiger Lehm						0.2		mäßig (10 bis <20%)		mittel	5.0			Subpolyeder	100									17.0	37.0	46.0							0.2	15.0	Ld3	1.55	567.0	9639.0	1.1	62.0	124.0	24.0	86.0	148.0	16.0	11.0	11.0	100.0	
428	49	C1	75					7.64	lS - lehmiger Sand						0.1		sehr hoch (40 bis <80%)		mittel	7.0			Einzelkorn	100									12.0	18.0	70.0							0.1	60.0	Ld3	1.55	124.0	1488.0	0.1	17.0	24.0	6.0	23.0	30.0	300.0	7.0	7.0	100.0	
428	49	C2	85					7.77	L - Lehm						0.12		mäßig (10 bis <20%)		mittel	11.0			Kohärentgefüge	100									37.0	47.0	16.0							0.12	15.0	Ld3	1.55	132.0	4884.0	0.2	13.0	34.0	4.0	17.0	38.0	12.0	21.0	21.0	100.0	
426	47	Ap2	65					6.28	lS - lehmiger Sand						1.04		mäßig (10 bis <20%)		mittel	0.0			Subpolyeder	100									13.0	37.0	50.0							1.04	15.0	Ld3	1.55	619.0	8047.0	6.4	86.0	128.0	30.0	86.0	152.0	20.0	10.0	9.0	80.0	
423	44	Ap2	65					6.8	lS - lehmiger Sand						1.89		hoch (20 bis <40%)		locker	4.0			Einzelkorn	100									7.0	18.0	75.0							1.89	30.0	Ld2	1.3	337.0	2359.0	6.4	66.0	96.0	26.0	66.0	118.0	45.0	8.0	7.0	90.0	
429	50	Ap2	72					7.26	sL - sandiger Lehm						1.79		sehr hoch (40 bis <80%)		locker	42.0			Subpolyeder	100									24.0	42.0	34.0							1.79	60.0	Ld2	1.3	229.0	5496.0	4.1	40.0	77.0	16.0	40.0	87.0	300.0	18.0	18.0	95.0	
430	51	Ap1	14					6.9	lS - lehmiger Sand						3.1		mäßig (10 bis <20%)		locker	13.0			Subpolyeder	50	Krümel								13.0	33.0	54.0							3.1	15.0	Ld2	1.3	155.0	2015.0	4.8	31.0	46.0	13.0	31.0	54.0	300.0	14.0	13.0	90.0	
430	51	Ap2	36					9.96	lS - lehmiger Sand						2.25		mäßig (10 bis <20%)		mittel	11.0			Subpolyeder	100									14.0	32.0	54.0							2.25	15.0	Ld3	1.55	290.0	4060.0	6.5	41.0	64.0	16.0	41.0	71.0	20.0	13.0	13.0	100.0	
430	51	B	71					7.44	lS - lehmiger Sand						0.44		hoch (20 bis <40%)		locker	13.0			Subpolyeder	100									10.0	26.0	64.0							0.44	30.0	Ld2	1.3	319.0	3190.0	1.4	61.0	87.0	25.0	61.0	111.0	300.0	7.0	7.0	95.0	
430	51	C1	100					7.71	S - Sand						0.09		sehr hoch (40 bis <80%)		locker	19.0			Subpolyeder	100									4.0	11.0	85.0							0.09	60.0	Ld2	1.3	151.0	604.0	0.1	19.0	27.0	22.0	19.0	49.0	300.0	3.0	3.0	100.0	
430	51	C2	120					7.64	lS - lehmiger Sand						0.24		gering (0 bis <10%)		mittel	21.0			Kohärentgefüge	50	Einzelkorn								6.0	41.0	53.0							0.24	5.0	Ld3	1.55	295.0	1770.0	0.7	40.0	58.0	14.0	40.0	72.0	20.0	6.0	6.0	100.0	
427	48	Ap1	12					5.87	lS - lehmiger Sand						3.13		mäßig (10 bis <20%)		locker	0.0			Subpolyeder	50	Krümel								9.0	24.0	67.0							3.13	15.0	Ld2	1.3	133.0	1197.0	4.2	27.0	40.0	11.0	38.0	46.0	300.0	12.0	8.0	70.0	
431	52	Ap1	15					6.4	sL - sandiger Lehm						3.47		gering (0 bis <10%)		locker	0.0			Subpolyeder	100									15.0	36.0	49.0							3.47	5.0	Ld2	1.3	185.0	2775.0	6.4	33.0	64.0	14.0	33.0	71.0	300.0	16.0	14.0	80.0	
427	48	B	110					6.37	S - Sand						0.42		sehr hoch (40 bis <80%)		locker	0.0			Einzelkorn	100									5.0	9.0	86.0							0.42	60.0	Ld2	1.3	374.0	1870.0	1.6	46.0	66.0	55.0	101.0	121.0	300.0	4.0	4.0	80.0	
432	53	Ap	40					6.98	L - Lehm						3.51		sehr hoch (40 bis <80%)		locker	0.0			Subpolyeder	100									34.0	53.0	13.0							3.51	60.0	Ld2	1.3	208.0	7072.0	7.3	33.0	84.0	14.0	47.0	89.0	300.0	27.0	24.0	90.0	
432	53	B	130					6.9	uL - schluffiger Lehm						0.88		sehr hoch (40 bis <80%)		mittel	0.0			Subpolyeder	100									35.0	55.0	10.0							0.88	60.0	Ld3	1.55	558.0	19530.0	4.9	58.0	139.0	20.0	78.0	158.0	300.0	22.0	20.0	90.0	
402	23	Bt2	100					6.17	lS - lehmiger Sand						0.21		mäßig (10 bis <20%)		locker	0.0			Subpolyeder	100									7.0	33.0	60.0							0.21	15.0	Ld2	1.3	221.0	1547.0	0.5	43.0	60.0	17.0	60.0	77.0	300.0	6.0	5.0	80.0	
402	23	BC	120					6.28	lS - lehmiger Sand						0.24		mäßig (10 bis <20%)		locker	0.0			Subpolyeder	100									7.0	32.0	61.0							0.24	15.0	Ld2	1.3	221.0	1547.0	0.5	43.0	60.0	17.0	60.0	77.0	300.0	6.0	5.0	80.0	
423	44	Ap1	28					6.81	lS - lehmiger Sand						1.4		mäßig (10 bis <20%)		locker	3.0			Krümel	50	Einzelkorn								7.0	16.0	77.0							1.4	15.0	Ld2	1.3	309.0	2163.0	4.3	61.0	88.0	24.0	61.0	108.0	300.0	7.0	6.0	90.0	
434	55	Ap1	20					5.75	lS - lehmiger Sand						1.81		mäßig (10 bis <20%)		sehr locker	0.0			Subpolyeder	50	Einzelkorn								8.0	20.0	72.0							1.81	15.0	Ld1	1.0	170.0	1360.0	3.1	43.0	63.0	17.0	43.0	77.0	300.0	9.0	6.0	70.0	
434	55	Ap2	65					5.85	lS - lehmiger Sand						0.38		sehr hoch (40 bis <80%)		sehr locker	0.0			Subpolyeder	50	Einzelkorn								7.0	19.0	74.0							0.38	60.0	Ld1	1.0	180.0	1260.0	0.7	45.0	64.0	18.0	45.0	82.0	300.0	5.0	4.0	70.0	
434	55	B	125					5.82	lS - lehmiger Sand						0.15		hoch (20 bis <40%)		sehr locker	0.0			Subpolyeder	50	Einzelkorn								7.0	16.0	77.0							0.15	30.0	Ld1	1.0	420.0	2940.0	0.6	105.0	149.0	42.0	105.0	191.0	300.0	5.0	4.0	70.0	
435	56	Ap	55					6.81	lS - lehmiger Sand						2.51		mäßig (10 bis <20%)		mittel	5.0			Subpolyeder	100									14.0	28.0	58.0							2.51	15.0	Ld3	1.55	725.0	10150.0	18.2	103.0	159.0	40.0	103.0	178.0	20.0	13.0	12.0	90.0	
435	56	BC	110					7.38	lS - lehmiger Sand						0.5		hoch (20 bis <40%)		locker	10.0			Subpolyeder	100									10.0	23.0	67.0							0.5	30.0	Ld2	1.3	501.0	5010.0	2.5	96.0	137.0	39.0	96.0	175.0	300.0	7.0	7.0	95.0	
436	57	Ap	52					7.34	lS - lehmiger Sand						4.28		mäßig (10 bis <20%)		mittel	36.0			Subpolyeder	100									12.0	30.0	58.0							4.28	15.0	Ld3	1.55	685.0	8220.0	29.3	106.0	170.0	42.0	106.0	168.0	20.0	16.0	16.0	95.0	
436	57	C	125					7.74	S - Sand						0.2		sehr hoch (40 bis <80%)		mittel	38.0			Subpolyeder	100									4.0	26.0	70.0							0.2	60.0	Ld3	1.55	453.0	1812.0	0.9	42.0	58.0	47.0	42.0	105.0	300.0	4.0	4.0	100.0	
438	59	Ap1	50					7.24	sL - sandiger Lehm						4.06		gering (0 bis <10%)		mittel	20.0			Subpolyeder	100									20.0	47.0	33.0							4.06	5.0	Ld3	1.55	736.0	14720.0	29.9	100.0	209.0	45.0	145.0	192.0	16.0	20.0	20.0	95.0	
438	59	Ap2	75					7.57	lS - lehmiger Sand						0.87		mäßig (10 bis <20%)		mittel	24.0			Subpolyeder	100									12.0	31.0	57.0							0.87	15.0	Ld3	1.55	329.0	3948.0	2.9	45.0	65.0	16.0	61.0	81.0	20.0	9.0	9.0	100.0	
438	59	C	105					7.86	S - Sand						0.07		mäßig (10 bis <20%)		locker	35.0			Einzelkorn	100									3.0	17.0	80.0							0.07	15.0	Ld2	1.3	332.0	996.0	0.2	41.0	59.0	48.0	89.0	107.0	196.0	2.0	2.0	100.0	
416	37	2BC	140					6.9	sL - sandiger Lehm						0.12		sehr hoch (40 bis <80%)		mittel	1.0			Subpolyeder	50	Kohärentgefüge								18.0	17.0	65.0							0.12	60.0	Ld3	1.55	403.0	7254.0	0.5	44.0	88.0	17.0	44.0	105.0	300.0	10.0	9.0	90.0	
437	58	Ap	60					5.8	lS - lehmiger Sand						2.0		mäßig (10 bis <20%)		mittel	0.0			Subpolyeder	100									14.0	38.0	48.0							2.0	15.0	Ld3	1.55	791.0	11074.0	15.8	112.0	173.0	43.0	112.0	194.0	20.0	13.0	9.0	70.0	
437	58	Bt	100					6.17	lS - lehmiger Sand						0.18		sehr hoch (40 bis <80%)		locker	0.0			Subpolyeder	100									10.0	25.0	65.0							0.18	60.0	Ld2	1.3	208.0	2080.0	0.4	40.0	57.0	16.0	40.0	73.0	300.0	7.0	6.0	80.0	
437	58	C	125					6.3	lS - lehmiger Sand						0.1		hoch (20 bis <40%)		mittel	0.0			Kohärentgefüge	100									14.0	35.0	51.0							0.1	30.0	Ld3	1.55	271.0	3794.0	0.3	37.0	53.0	13.0	37.0	67.0	20.0	9.0	8.0	80.0	
433	54	2C	150					7.57	lS - lehmiger Sand						0.52		hoch (20 bis <40%)		mittel	34.0			Einzelkorn	100									7.0	18.0	75.0							0.52	30.0	Ld3	1.55	651.0	4557.0	3.4	88.0	128.0	32.0	120.0	160.0	20.0	5.0	5.0	100.0	
400	21	Bct	100					7.26	sL - sandiger Lehm						0.17		mäßig (10 bis <20%)		dicht	0.0			Polyeder	100									15.0	42.0	43.0							0.17	15.0	Ld4	1.8	612.0	9180.0	1.0	49.0	104.0	17.0	66.0	121.0	8.0	10.0	10.0	95.0	
400	21	Ct	135					7.41	sL - sandiger Lehm						0.1		hoch (20 bis <40%)		mittel	0.0			Kohärentgefüge	100									15.0	37.0	48.0							0.1	30.0	Ld3	1.55	380.0	5700.0	0.4	42.0	83.0	16.0	58.0	99.0	16.0	10.0	10.0	95.0	
408	29	Ap2	60					6.4	sL - sandiger Lehm						2.77		gering (0 bis <10%)		mittel	0.0			Subpolyeder	100									18.0	40.0	42.0							2.77	5.0	Ld3	1.55	633.0	11394.0	17.5	76.0	155.0	33.0	109.0	165.0	16.0	17.0	15.0	80.0	
408	29	Ap3	90					6.9	sL - sandiger Lehm						0.79		gering (0 bis <10%)		mittel	0.0			Prismen	100									18.0	43.0	39.0							0.79	5.0	Ld3	1.55	442.0	7956.0	3.5	48.0	97.0	19.0	67.0	115.0	16.0	13.0	12.0	90.0	
408	29	B	130					7.01	sL - sandiger Lehm						0.62		gering (0 bis <10%)		mittel	0.0			Prismen	100									21.0	48.0	31.0							0.62	5.0	Ld3	1.55	589.0	12369.0	3.7	65.0	129.0	25.0	90.0	154.0	16.0	14.0	14.0	95.0	
433	54	B	90					7.39	lU - lehmiger Schluff						2.73		gering (0 bis <10%)		mittel	24.0			Subpolyeder	100									24.0	56.0	20.0							2.73	5.0	Ld3	1.55	736.0	17664.0	20.1	97.0	190.0	36.0	133.0	200.0	14.0	20.0	20.0	95.0	
416	37	Ap2	47					6.55	lS - lehmiger Sand						0.96		mäßig (10 bis <20%)		mittel	1.0			Polyeder	100									12.0	30.0	58.0							0.96	15.0	Ld3	1.55	343.0	4116.0	3.3	46.0	67.0	17.0	46.0	84.0	20.0	9.0	8.0	90.0	
416	37	Bt1	75					6.75	sL - sandiger Lehm						0.1		hoch (20 bis <40%)		mittel	1.0			Polyeder	50	Kohärentgefüge								16.0	19.0	65.0							0.1	30.0	Ld3	1.55	304.0	4864.0	0.3	33.0	67.0	13.0	33.0	79.0	16.0	9.0	8.0	90.0	
